dcterms:identifier,dcterms:Title,dcterms:created,dcterms:temporal,dcterms:available,dcterms:creator,dcterms:source,item_sets,media,latitude,longitude,schema:polygon,_iiif
24708459,Pavilhão das Festas,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708459.jpg,0,0,"POLYGON ((-4805464.0499000010 -2620739.4032999985, -4805604.5854000000 -2620802.9840000010, -4805607.4053000010 -2620796.2179000005, -4805609.4772000000 -2620789.1865000017, -4805610.7766999990 -2620781.9723999985, -4805611.2886999990 -2620774.6601000020, -4805611.0070999990 -2620767.3352000006, -4805609.9352000000 -2620760.0837999990, -4805608.0856000000 -2620752.9906999990, -4805605.4800000000 -2620746.1391999980, -4805602.1489000000 -2620739.6096000000, -4805598.1313000005 -2620733.4783000015, -4805593.4745000005 -2620727.8174000010, -4805588.2328999990 -2620722.6931000017, -4805582.4680000000 -2620718.1656000020, -4805576.2474000010 -2620714.2879000010, -4805569.6439999990 -2620711.1054000000, -4805562.7353000010 -2620708.6556000000, -4805555.6022000000 -2620706.9670000000, -4805464.0499000010 -2620739.4032999985))",<a href =https://images.imaginerio.org/iiif/3/24708459/manifest>Manifest</a>
24708458,Palácio da Fiação,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708458.jpg,0,0,"POLYGON ((-4805753.5594000000 -2620600.2950000020, -4805790.2692000010 -2620632.8247999996, -4805796.7415999990 -2620631.8121000007, -4805803.0516000000 -2620630.0509000010, -4805809.1129000000 -2620627.5652000010, -4805814.8427000010 -2620624.3889999986, -4805820.1625999990 -2620620.5659000017, -4805824.9999000000 -2620616.1479000000, -4805829.2885000000 -2620611.1955000013, -4805832.9697999990 -2620605.7765000015, -4805835.9934000000 -2620599.9648000000, -4805838.3180000000 -2620593.8398999980, -4805839.9119000010 -2620587.4855999984, -4805840.7532000000 -2620580.9886000007, -4805840.8304999990 -2620574.4378999993, -4805753.5594000000 -2620600.2950000020))",<a href =https://images.imaginerio.org/iiif/3/24708458/manifest>Manifest</a>
24708457,Palácio das Grandes Indústrias,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708457.jpg,0,0,"POLYGON ((-4805672.9783000000 -2620558.6457999980, -4805612.8182999990 -2620590.4558999985, -4805609.2298000010 -2620593.9921999983, -4805606.2448999990 -2620598.0507999994, -4805603.9384000000 -2620602.5300000010, -4805602.3682000000 -2620607.3172000013, -4805601.5737999990 -2620612.2921999990, -4805601.5750999990 -2620617.3304000013, -4805602.3720999990 -2620622.3049999997, -4805603.9447000010 -2620627.0914000010, -4805606.2535000000 -2620631.5694000013, -4805609.2405999990 -2620635.6264999993, -4805612.8309000000 -2620639.1609000005, -4805616.9344000000 -2620642.0839000010, -4805621.4480000010 -2620644.3222000003, -4805626.2584000010 -2620645.8196000010, -4805631.2449999990 -2620646.5384000020, -4805636.2825000010 -2620646.4607000016, -4805641.2445000000 -2620645.5883000010, -4805646.0065000000 -2620643.9433000013, -4805650.4488999990 -2620641.5667999983, -4805654.4602000010 -2620638.5185000002, -4805657.9398000000 -2620634.8750000000, -4805660.8002000000 -2620630.7276999988, -4805662.9697999990 -2620626.1805999987, -4805664.3939999990 -2620621.3480000010, -4805672.9783000000 -2620558.6457999980))",<a href =https://images.imaginerio.org/iiif/3/24708457/manifest>Manifest</a>
24708456,Palácio da Música,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708456.jpg,0,0,"POLYGON ((-4805642.4443000000 -2620493.5692999996, -4805656.6589000000 -2620455.5940000005, -4805653.5013999995 -2620454.1827000007, -4805650.1564000010 -2620453.3037000000, -4805646.7129999995 -2620452.9802000000, -4805643.2628000010 -2620453.2210000010, -4805639.8977000010 -2620454.0196000000, -4805636.7072000000 -2620455.3548000010, -4805633.7763000000 -2620457.1909999996, -4805631.1830000000 -2620459.4793000000, -4805628.9963000010 -2620462.1589000000, -4805627.2743999995 -2620465.1583999990, -4805626.0632000010 -2620468.3979000000, -4805625.3949000000 -2620471.7912999988, -4805642.4443000000 -2620493.5692999996))",<a href =https://images.imaginerio.org/iiif/3/24708456/manifest>Manifest</a>
24708455,Palácio das Pequenas Indústrias,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708455.jpg,0,0,"POLYGON ((-4805754.5928000010 -2620614.2983999997, -4805794.6258000005 -2620578.2314999998, -4805791.1542000010 -2620575.4270000010, -4805787.3056000010 -2620573.1673999988, -4805783.1648999990 -2620571.5023999996, -4805778.8234000000 -2620570.4686999990, -4805774.3767000010 -2620570.0892000010, -4805769.9228000010 -2620570.3720999993, -4805765.5598000010 -2620571.3112000003, -4805761.3840000000 -2620572.8860000000, -4805757.4872999990 -2620575.0615000017, -4805754.5928000010 -2620614.2983999997))",<a href =https://images.imaginerio.org/iiif/3/24708455/manifest>Manifest</a>
24708454,Parque de Diversões,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708454.jpg,0,0,"POLYGON ((-4805738.0517000000 -2620949.2179000005, -4805653.5683999990 -2620917.1200999990, -4805652.9224999990 -2620923.2285000010, -4805652.9759000000 -2620929.3707000017, -4805653.7280000000 -2620935.4668999985, -4805655.1691000000 -2620941.4378999993, -4805657.2802000010 -2620947.2060999980, -4805660.0342000000 -2620952.6966000013, -4805663.3950999990 -2620957.8379999995, -4805667.3192000000 -2620962.5634999983, -4805671.7557000000 -2620966.8117000014, -4805676.6468000000 -2620970.5275000000, -4805681.9290000000 -2620973.6624000000, -4805687.5337000005 -2620976.1757999994, -4805693.3880000000 -2620978.0351000020, -4805699.4158000000 -2620979.2159999980, -4805738.0517000000 -2620949.2179000005))",<a href =https://images.imaginerio.org/iiif/3/24708454/manifest>Manifest</a>
24708453,Pavilhão da Argentina,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708453.jpg,0,0,"POLYGON ((-4806107.4633000010 -2621396.0011000000, -4806167.2300000000 -2621432.3823999986, -4806170.0969999990 -2621428.5018000007, -4806172.2876999990 -2621424.2030000016, -4806173.7424000000 -2621419.6028000005, -4806174.4219000000 -2621414.8260000013, -4806174.3073999990 -2621410.0025999993, -4806173.4023000000 -2621405.2635000013, -4806171.7310000010 -2621400.7373999990, -4806169.3390000000 -2621396.5472999997, -4806166.2912000010 -2621392.8070000000, -4806162.6704999990 -2621389.6180999987, -4806158.5750999990 -2621387.0672999993, -4806107.4633000010 -2621396.0011000000))",<a href =https://images.imaginerio.org/iiif/3/24708453/manifest>Manifest</a>
24708451,Pavilhão da Bélgica,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708451.jpg,0,0,"POLYGON ((-4806996.1612000000 -2619531.2232999990, -4807066.4783000000 -2619495.9708000010, -4807065.9066000000 -2619490.2170000000, -4807064.5902999990 -2619484.5867000000, -4807062.5521000010 -2619479.1757999994, -4807059.8265000000 -2619474.0764000006, -4807056.4600000010 -2619469.3753999993, -4807052.5099000000 -2619465.1528999990, -4807048.0436000000 -2619461.4807999990, -4807043.1370000000 -2619458.4217000008, -4807037.8738000000 -2619456.0276000015, -4807032.3436999990 -2619454.3392999990, -4807026.6407999990 -2619453.3856999986, -4807020.8622999990 -2619453.1827999987, -4807015.1065000000 -2619453.7342999987, -4807009.4716000000 -2619455.0306999980, -4807004.0536000000 -2619457.0498999990, -4806998.9445999990 -2619459.7575999983, -4806994.2317999990 -2619463.1075000020, -4806996.1612000000 -2619531.2232999990))",<a href =https://images.imaginerio.org/iiif/3/24708451/manifest>Manifest</a>
24708450,Pavilhão da Bélgica,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708450.jpg,0,0,"POLYGON ((-4805700.8180000000 -2620920.2696000000, -4805718.6674000010 -2620882.6851000004, -4805717.1698000000 -2620877.4957000017, -4805714.9284000010 -2620872.5815999990, -4805711.9915000000 -2620868.0487999990, -4805708.4224000000 -2620863.9948999994, -4805704.2981000000 -2620860.5075000003, -4805699.7075000000 -2620857.6616000010, -4805694.7497000005 -2620855.5187000000, -4805689.5314000010 -2620854.1250000000, -4805684.1654000000 -2620853.5104999990, -4805678.7672000010 -2620853.6884000003, -4805673.4531999990 -2620854.6550999990, -4805668.3381999990 -2620856.3894999996, -4805663.5321999990 -2620858.8543000000, -4805659.1391000000 -2620861.9963999987, -4805700.8180000000 -2620920.2696000000))",<a href =https://images.imaginerio.org/iiif/3/24708450/manifest>Manifest</a>
24708449,Pavilhão da Caça e Pesca,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708449.jpg,0,0,"POLYGON ((-4805630.4397000000 -2620565.1160999984, -4805575.4145000000 -2620497.0516999997, -4805570.5187000000 -2620498.6620000005, -4805565.9004000000 -2620500.9494999982, -4805561.6526999995 -2620503.8680999987, -4805557.8611999990 -2620507.3588999994, -4805554.6023999990 -2620511.3517000005, -4805551.9420000000 -2620515.7657000013, -4805549.9337000010 -2620520.5121000000, -4805548.6180000010 -2620525.4952000007, -4805548.0212999990 -2620530.6143000014, -4805548.1558000000 -2620535.7663000003, -4805549.0188000000 -2620540.8473999985, -4805550.5927000010 -2620545.7549999990, -4805552.8458999990 -2620550.3900999986, -4805555.7329999990 -2620554.6592999995, -4805559.1956999990 -2620558.4765999990, -4805563.1642000000 -2620561.7648999990, -4805567.5583999995 -2620564.4578999990, -4805572.2897999990 -2620566.5012999997, -4805577.2629000000 -2620567.8539000005, -4805582.3774999995 -2620568.4884000010, -4805587.5304000005 -2620568.3920999990, -4805630.4397000000 -2620565.1160999984))",<a href =https://images.imaginerio.org/iiif/3/24708449/manifest>Manifest</a>
24708448,"Pavilhão da Caça e Pesca, visto dos fundos",1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708448.jpg,0,0,"POLYGON ((-4805518.6608000010 -2620669.3396999985, -4805761.8852999990 -2620551.7470999993, -4805756.1839000005 -2620539.6607999990, -4805749.8071000000 -2620527.9168000000, -4805742.7754000000 -2620516.5527000017, -4805735.1115000010 -2620505.6052000000, -4805726.8397000000 -2620495.1092999987, -4805717.9869000000 -2620485.0987000020, -4805708.5812000000 -2620475.6055999994, -4805698.6530000010 -2620466.6603999995, -4805688.2342000010 -2620458.2919000015, -4805677.3581000010 -2620450.5267999990, -4805666.0596999990 -2620443.3902000003, -4805654.3752000000 -2620436.9050000010, -4805642.3422000000 -2620431.0918999985, -4805629.9992999990 -2620425.9697000010, -4805617.3860000000 -2620421.5546999983, -4805604.5430000000 -2620417.8612000010, -4805591.5113999990 -2620414.9008999990, -4805578.3331000000 -2620412.6834999993, -4805565.0503000000 -2620411.2159999980, -4805551.7058000010 -2620410.5031999983, -4805538.3423000000 -2620410.5472000020, -4805525.0026999990 -2620411.3480999990, -4805511.7299000010 -2620412.9030999990, -4805498.5665000010 -2620415.2074000016, -4805518.6608000010 -2620669.3396999985))",<a href =https://images.imaginerio.org/iiif/3/24708448/manifest>Manifest</a>
24708447,Pavilhão da Dinamarca,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708447.jpg,0,0,"POLYGON ((-4805814.8951999990 -2621048.7223999985, -4805841.8138000000 -2621017.9690000005, -4805840.3652000000 -2621012.5641000010, -4805838.2136000000 -2621007.3986000010, -4805835.3970000000 -2621002.5634000003, -4805831.9649000000 -2620998.1438000016, -4805827.9778000000 -2620994.2175999990, -4805823.5059999990 -2620990.8539000005, -4805818.6281000000 -2620988.1119999997, -4805813.4300999995 -2620986.0401000010, -4805808.0035999995 -2620984.6746999994, -4805802.4440000000 -2620984.0399000010, -4805796.8493000010 -2620984.1468999980, -4805791.3181000000 -2620984.9937999994, -4805785.9476999990 -2620986.5656000003, -4805780.8326999990 -2620988.8346999995, -4805814.8951999990 -2621048.7223999985))",<a href =https://images.imaginerio.org/iiif/3/24708447/manifest>Manifest</a>
24708446,Pavilhão das Indústrias Americanas (Estados Unidos da América),1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708446.jpg,0,0,"POLYGON ((-4806966.9315000010 -2619543.7692000010, -4807002.0007000010 -2619587.5894999990, -4807006.6219000000 -2619585.5764999986, -4807010.8801000010 -2619582.8792000003, -4807014.6746000000 -2619579.5610999987, -4807017.9158999990 -2619575.7008000016, -4807020.5272000000 -2619571.3894000016, -4807022.4471000000 -2619566.7287000010, -4807023.6300000010 -2619561.8288000003, -4807024.0482000000 -2619556.8055999987, -4807023.6916000005 -2619551.7776000015, -4807022.5687000010 -2619546.8636999987, -4807020.7060000000 -2619542.1798000000, -4807018.1476000010 -2619537.8367000000, -4807014.9538000000 -2619533.9369999990, -4807011.2002000010 -2619530.5727999993, -4806966.9315000010 -2619543.7692000010))",<a href =https://images.imaginerio.org/iiif/3/24708446/manifest>Manifest</a>
24708445,Pavilhão dos Estados Unidos da América,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708445.jpg,0,0,"POLYGON ((-4806046.1391000000 -2621336.5797999986, -4806112.8888000010 -2621365.4659999980, -4806116.1756000000 -2621361.5229000000, -4806118.8916000000 -2621357.1669999994, -4806120.9857000000 -2621352.4802000000, -4806122.4184000010 -2621347.5509000010, -4806123.1627999990 -2621342.4719000010, -4806123.2049000000 -2621337.3387000000, -4806122.5438000000 -2621332.2481999993, -4806121.1921000000 -2621327.2960000000, -4806119.1751000010 -2621322.5755999982, -4806116.5308000000 -2621318.1757000014, -4806113.3091000000 -2621314.1792999990, -4806109.5705999990 -2621310.6614999995, -4806105.3858000000 -2621307.6887000017, -4806100.8333000000 -2621305.3167999983, -4806046.1391000000 -2621336.5797999986))",<a href =https://images.imaginerio.org/iiif/3/24708445/manifest>Manifest</a>
24708444,Pavilhão das Exposições Particulares,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708444.jpg,0,0,"POLYGON ((-4805715.7184999995 -2620624.8282000013, -4805791.9930000010 -2620555.9178000020, -4805789.5406000000 -2620545.8607000000, -4805786.3730000000 -2620536.0055000000, -4805782.5067000000 -2620526.4028000010, -4805777.9614000000 -2620517.1022999994, -4805772.7607000000 -2620508.1517999990, -4805766.9313999990 -2620499.5973999985, -4805760.5034000000 -2620491.4831000010, -4805753.5099000000 -2620483.8510000000, -4805745.9869000000 -2620476.7401000000, -4805737.9733000010 -2620470.1871999986, -4805729.5101999990 -2620464.2261000015, -4805720.6413000000 -2620458.8874000013, -4805711.4122000000 -2620454.1986000016, -4805701.8706000000 -2620450.1840000004, -4805692.0656000000 -2620446.8641999997, -4805682.0477000010 -2620444.2562999986, -4805671.8686000000 -2620442.3737000003, -4805661.5806000010 -2620441.2261999995, -4805715.7184999995 -2620624.8282000013))",<a href =https://images.imaginerio.org/iiif/3/24708444/manifest>Manifest</a>
24708443,Pavilhão da França (Indústrias),1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708443.jpg,0,0,"POLYGON ((-4807233.3259999990 -2619453.1944999993, -4807246.9094999990 -2619428.5275000000, -4807239.9352000000 -2619429.1079000010, -4807233.0664000010 -2619430.4485000000, -4807226.3856000010 -2619432.5331999995, -4807219.9734000005 -2619435.3370000010, -4807213.9068000000 -2619438.8260999992, -4807208.2587000000 -2619442.9585999995, -4807233.3259999990 -2619453.1944999993))",<a href =https://images.imaginerio.org/iiif/3/24708443/manifest>Manifest</a>
24708442,Pavilhão da França,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708442.jpg,0,0,"POLYGON ((-4805960.9581000000 -2621226.0918999985, -4806021.3263000010 -2621257.8434000015, -4806025.5385000000 -2621255.6900999993, -4806029.3605000000 -2621252.9023999980, -4806032.6976000000 -2621249.5493000000, -4806035.4670000000 -2621245.7139000000, -4806037.6000999990 -2621241.4915000014, -4806039.0440000000 -2621236.9864999987, -4806039.7629000000 -2621232.3108000010, -4806039.7390000000 -2621227.5802000016, -4806038.9728000000 -2621222.9120000005, -4806037.4835000000 -2621218.4219000004, -4806035.3078000005 -2621214.2212000005, -4806032.4998000000 -2621210.4140000010, -4806029.1290000010 -2621207.0949000010, -4806025.2789999990 -2621204.3458999990, -4806021.0452000000 -2621202.2353000008, -4805960.9581000000 -2621226.0918999985))",<a href =https://images.imaginerio.org/iiif/3/24708442/manifest>Manifest</a>
24708441,Pavilhão da Inglaterra,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708441.jpg,0,0,"POLYGON ((-4805905.3269000000 -2621189.5410999990, -4806024.7005000000 -2621187.7131999990, -4806027.4843000010 -2621180.7956000010, -4806029.5179999990 -2621173.6215000004, -4806030.7784000000 -2621166.2721000016, -4806031.2514999990 -2621158.8304000013, -4806030.9319000000 -2621151.3805000000, -4806029.8231000010 -2621144.0067000017, -4806027.9377000000 -2621136.7921999990, -4806025.2970000000 -2621129.8187000006, -4806021.9309000000 -2621123.1649999990, -4806017.8773000000 -2621116.9061999990, -4806013.1822999995 -2621111.1132000014, -4806007.8987000010 -2621105.8513999990, -4806002.0863000010 -2621101.1803000010, -4805995.8109000010 -2621097.1526999995, -4805989.1433000010 -2621093.8141000010, -4805982.1589000000 -2621091.2021999992, -4805974.9367999990 -2621089.3466000000, -4805967.5583999995 -2621088.2683000006, -4805960.1073000000 -2621087.9794999994, -4805952.6676000000 -2621088.4833000004, -4805945.3234000000 -2621089.7740999980, -4805938.1578000000 -2621091.8374000005, -4805905.3269000000 -2621189.5410999990))",<a href =https://images.imaginerio.org/iiif/3/24708441/manifest>Manifest</a>
24708440,Pavilhão da Itália,1922,Not Available,1922/1923,Unknown,http://www.siaapm.cultura.mg.gov.br Arquivo Público Mineiro Arquivo Público Mineiro,all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/24708440.jpg,0,0,"POLYGON ((-4805886.6859000010 -2621173.1420999990, -4805923.9250000010 -2621092.7764000000, -4805918.8409000000 -2621083.4455000013, -4805913.1554000005 -2621074.4683000000, -4805906.8932000010 -2621065.8836000003, -4805900.0811000000 -2621057.7282000000, -4805892.7485000010 -2621050.0375000015, -4805884.9271000010 -2621042.8445000015, -4805876.6504999995 -2621036.1801999994, -4805867.9545000010 -2621030.0733999982, -4805858.8764999990 -2621024.5502999984, -4805849.4557000010 -2621019.6349000000, -4805839.7326000000 -2621015.3482000010, -4805829.7491000000 -2621011.7087999990, -4805819.5484000000 -2621008.7324000000, -4805809.1744000000 -2621006.4316999987, -4805798.6717000010 -2621004.8167000003, -4805886.6859000010 -2621173.1420999990))",<a href =https://images.imaginerio.org/iiif/3/24708440/manifest>Manifest</a>
