dcterms:identifier,dcterms:Title,dcterms:created,dcterms:temporal,dcterms:available,dcterms:creator,dcterms:source,item_sets,media,latitude,longitude,schema:polygon,_iiif
2597037,"Predio Ns. 66, 68, 70, 72 e 74",1906,Not Available,1903/1903,Fried & Ekman,https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597037.jpg,0,0,"POLYGON ((-4806646.0276999995 -2620142.3904000000, -4806663.8109000010 -2620188.1396999992, -4806668.5629999990 -2620183.5483000020, -4806672.8144000005 -2620178.4895999990, -4806676.5192000010 -2620173.0181000010, -4806679.6378000010 -2620167.1924000010, -4806682.1366000010 -2620161.0753000006, -4806683.9887000010 -2620154.7322999984, -4806685.1744000000 -2620148.2316999994, -4806685.6807000000 -2620141.6433000006, -4806685.5024000000 -2620135.0377999990, -4806684.6412000000 -2620128.4862999990, -4806646.0276999995 -2620142.3904000000))",<a href =https://images.imaginerio.org/iiif/3/2597037/manifest>Manifest</a>
2597035,Obelisco Commemorativo da construcção da Avenida Central,1906,Not Available,1903/1903,Not Available,https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597035.jpg,0,0,"POLYGON ((-4806316.7739000000 -2621219.4578999990, -4806309.7949000000 -2621224.1294000000, -4806309.4332000000 -2621224.7743999995, -4806309.1852000000 -2621225.4710999990, -4806309.0577000010 -2621226.1994999982, -4806309.0545000010 -2621226.9389999993, -4806309.1756000000 -2621227.6684999987, -4806309.4176000000 -2621228.3673000000, -4806309.7736000010 -2621229.0154000000, -4806310.2335000000 -2621229.5945000015, -4806310.7842000000 -2621230.0881000010, -4806311.4101000000 -2621230.4820999987, -4806312.0932000000 -2621230.7652000003, -4806312.8142000010 -2621230.9296000004, -4806313.5526000000 -2621230.9703000000, -4806314.2873000000 -2621230.8865000010, -4806314.9975000005 -2621230.6803000010, -4806315.6629000010 -2621230.3575999998, -4806316.2645999990 -2621229.9277999997, -4806316.7854999990 -2621229.4028000010, -4806317.2108000000 -2621228.7978999987, -4806317.5283000000 -2621228.1299999990, -4806316.7739000000 -2621219.4578999990))",<a href =https://images.imaginerio.org/iiif/3/2597035/manifest>Manifest</a>
2597034,Predio no. 50,1906,Not Available,1903/1903,A. Morales de los Rios,https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597034.jpg,0,0,"POLYGON ((-4806710.2305000000 -2620017.0320000015, -4806716.2257000000 -2620027.2958000004, -4806717.6334000010 -2620026.5181000010, -4806718.8862999990 -2620025.5097000003, -4806719.9469000010 -2620024.3007000014, -4806720.7836000010 -2620022.9270999990, -4806721.3713000010 -2620021.4301000014, -4806721.6926000010 -2620019.8542000020, -4806721.7379000000 -2620018.2465999983, -4806721.5057000000 -2620016.6550999990, -4806721.0031000000 -2620015.1273999996, -4806710.2305000000 -2620017.0320000015))",<a href =https://images.imaginerio.org/iiif/3/2597034/manifest>Manifest</a>
2597033,"Predios Ns. 22, 24, 26",1906,Not Available,1903/1903,Dr. Heitor da Silva Costa,https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597033.jpg,0,0,"POLYGON ((-4806772.3107999990 -2619801.6277999990, -4806784.5889000000 -2619827.6862000003, -4806788.4236999990 -2619824.3854000010, -4806791.7075000000 -2619820.5359999985, -4806794.3626000010 -2619816.2289999984, -4806796.3265000000 -2619811.5659000017, -4806797.5527000000 -2619806.6570000015, -4806798.0123000000 -2619801.6182000004, -4806797.6943000000 -2619796.5685000010, -4806796.6064000000 -2619791.6270999983, -4806772.3107999990 -2619801.6277999990))",<a href =https://images.imaginerio.org/iiif/3/2597033/manifest>Manifest</a>
2597032,Predio no. 144,1906,Not Available,1903/1903,"Antonio Jannuzzi, Irmão & C.",https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597032.jpg,0,0,"POLYGON ((-4806484.7129999995 -2620670.1268999986, -4806491.1786000000 -2620683.1739999987, -4806492.9871000000 -2620681.3603999987, -4806494.4804000000 -2620679.2797000000, -4806495.6197000000 -2620676.9858000020, -4806496.3752999995 -2620674.5386999995, -4806496.7274999990 -2620672.0018000007, -4806496.6671999990 -2620669.4413999990, -4806496.1960000000 -2620666.9239000008, -4806484.7129999995 -2620670.1268999986))",<a href =https://images.imaginerio.org/iiif/3/2597032/manifest>Manifest</a>
2597031,"Predio no. 52, 54",1906,Not Available,1903/1903,Antonio Jannuzzi Irmão & Ca.,https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597031.jpg,0,0,"POLYGON ((-4806409.1681999990 -2620864.5097000003, -4806400.0647000000 -2620837.8209999986, -4806395.6780999990 -2620838.2928000020, -4806391.4382000010 -2620839.5122000016, -4806387.4713000000 -2620841.4430000000, -4806383.8957000000 -2620844.0275000000, -4806380.8182000000 -2620847.1887000017, -4806378.3303999990 -2620850.8323000000, -4806376.5067000000 -2620854.8495000005, -4806375.4013000000 -2620859.1207000017, -4806375.0473000000 -2620863.5183000006, -4806375.4552000000 -2620867.9112000020, -4806376.6129000000 -2620872.1684999987, -4806378.4858000000 -2620876.1631000005, -4806381.0181000010 -2620879.7758000010, -4806384.1341999990 -2620882.8990000000, -4806409.1681999990 -2620864.5097000003))",<a href =https://images.imaginerio.org/iiif/3/2597031/manifest>Manifest</a>
2597030,Predio no. 179,1906,Not Available,1903/1903,Dr. Miguel Calmon du Pin e Almeida,https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597030.jpg,0,0,"POLYGON ((-4806412.4016999990 -2620803.5533999987, -4806403.1643000000 -2620798.0036999993, -4806402.1887000000 -2620799.1222000010, -4806401.4143000000 -2620800.3883000016, -4806400.8630000000 -2620801.7663000003, -4806400.5504000000 -2620803.2172000000, -4806400.4852000010 -2620804.6999000013, -4806400.6693999990 -2620806.1726999990, -4806401.0977000000 -2620807.5936999990, -4806401.7579999990 -2620808.9228999987, -4806402.6317000000 -2620810.1226000004, -4806403.6941000000 -2620811.1591000000, -4806404.9149999990 -2620812.0029000007, -4806406.2601000000 -2620812.6301999986, -4806407.6912999990 -2620813.0232999995, -4806412.4016999990 -2620803.5533999987))",<a href =https://images.imaginerio.org/iiif/3/2597030/manifest>Manifest</a>
2597029,"Predio N. 140, Predio no. 138",1906,Not Available,1903/1903,"Antonin Raffin, José Gonzalez",https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597029.jpg,0,0,"POLYGON ((-4806495.1181000010 -2620613.8394000010, -4806509.6907000000 -2620631.8680999987, -4806511.9470000010 -2620629.9831999987, -4806513.8827000000 -2620627.7703999990, -4806515.4507000000 -2620625.2833999990, -4806516.6129000000 -2620622.5828000010, -4806517.3410000000 -2620619.7344000004, -4806517.6172000000 -2620616.8073999994, -4806517.4349000010 -2620613.8729999997, -4806516.7984000000 -2620611.0027000010, -4806515.7233000010 -2620608.2663000003, -4806495.1181000010 -2620613.8394000010))",<a href =https://images.imaginerio.org/iiif/3/2597029/manifest>Manifest</a>
2597028,"Predios Ns. 87, 89, 91, 93, 95, 97",1906,Not Available,1903/1903,A. Morales de los Rios,https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597028.jpg,0,0,"POLYGON ((-4806644.1988999990 -2620220.9164000005, -4806623.4297000000 -2620179.6130000018, -4806618.4922000000 -2620186.5293999985, -4806614.1590000000 -2620193.8394999990, -4806610.4613000010 -2620201.4908000007, -4806607.4257000000 -2620209.4279999994, -4806605.0741000010 -2620217.5940999985, -4806603.4235000000 -2620225.9301999994, -4806602.4857000000 -2620234.3762999997, -4806602.2675000000 -2620242.8713999987, -4806644.1988999990 -2620220.9164000005))",<a href =https://images.imaginerio.org/iiif/3/2597028/manifest>Manifest</a>
2597027,"Predio Ns. 1, 3, 5, 7, 9, 11, 13, 15, 17",1906,Not Available,1903/1903,Dr. Gastão Bahiana,https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597027.jpg,0,0,"POLYGON ((-4806840.9508000000 -2619636.2742000000, -4806830.8776999990 -2619573.9017999990, -4806824.4486000000 -2619578.3951999990, -4806818.4771000000 -2619583.4809000010, -4806813.0173000000 -2619589.1125000007, -4806808.1191000010 -2619595.2388000004, -4806803.8269000000 -2619601.8040000014, -4806800.1800000000 -2619608.7483000010, -4806797.2114000000 -2619616.0086000003, -4806794.9483000000 -2619623.5187000000, -4806793.4111000000 -2619631.2102999985, -4806792.6139000000 -2619639.0133999996, -4806792.5639999990 -2619646.8570000010, -4806793.2617000010 -2619654.6695999987, -4806794.7008000000 -2619662.3801999986, -4806796.8682000000 -2619669.9184999987, -4806840.9508000000 -2619636.2742000000))",<a href =https://images.imaginerio.org/iiif/3/2597027/manifest>Manifest</a>
2597026,"Predio Ns. 107, 109",1906,Not Available,1903/1903,"Antonio Jannuzzi, Irmão & C.",https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597026.jpg,0,0,"POLYGON ((-4806424.3760000000 -2620866.1140000000, -4806400.0647000000 -2620837.8209999986, -4806395.6637999990 -2620839.9994999990, -4806391.6499000010 -2620842.8284000010, -4806388.1185000000 -2620846.2404999994, -4806385.1534000000 -2620850.1548000015, -4806382.8250999990 -2620854.4783999994, -4806381.1888999995 -2620859.1083000004, -4806380.2836000010 -2620863.9347000010, -4806380.1307999990 -2620868.8429000005, -4806380.7342000010 -2620873.7162999995, -4806382.0792999990 -2620878.4391000010, -4806384.1341999990 -2620882.8990000000, -4806424.3760000000 -2620866.1140000000))",<a href =https://images.imaginerio.org/iiif/3/2597026/manifest>Manifest</a>
2597025,"Predio Ns. 76, 78, 80",1906,Not Available,1903/1903,José Rodrigues Moreira,https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597025.jpg,0,0,"POLYGON ((-4806637.0329000000 -2620202.2377000004, -4806647.0384000000 -2620228.3178000003, -4806650.6603000000 -2620226.9059999995, -4806654.0097000000 -2620224.9331000000, -4806657.0004999990 -2620222.4497999996, -4806659.5555000010 -2620219.5201999990, -4806661.6092000010 -2620216.2197000010, -4806663.1084000000 -2620212.6330999993, -4806664.0147999990 -2620208.8530000000, -4806664.3048000000 -2620204.9765000010, -4806663.9711000010 -2620201.1035000010, -4806663.0222999990 -2620197.3337999990, -4806661.4827000000 -2620193.7644000016, -4806637.0329000000 -2620202.2377000004))",<a href =https://images.imaginerio.org/iiif/3/2597025/manifest>Manifest</a>
2597024,"Predio Ns. 103, 105",1906,Not Available,1903/1903,A. Morales de los Rios,https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597024.jpg,0,0,"POLYGON ((-4806597.1319999990 -2620288.6451999990, -4806591.9156000000 -2620274.1642999984, -4806589.1587000005 -2620275.6781000010, -4806586.6865000000 -2620277.6224999987, -4806584.5656000000 -2620279.9450999983, -4806582.8532000000 -2620282.5832999980, -4806581.5955000000 -2620285.4661000000, -4806580.8260999990 -2620288.5157999992, -4806580.5660000000 -2620291.6501999980, -4806580.8221000000 -2620294.7850000000, -4806581.5875000000 -2620297.8357000016, -4806597.1319999990 -2620288.6451999990))",<a href =https://images.imaginerio.org/iiif/3/2597024/manifest>Manifest</a>
2597023,Predio n. 213 a 231,1906,Not Available,1903/1903,General Francisco Marcelino de Souza Aguiar,https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597023.jpg,0,0,"POLYGON ((-4806334.9957000000 -2621129.7591999993, -4806306.5769000000 -2621069.8242000006, -4806300.1435000000 -2621070.8141000010, -4806293.8632999990 -2621072.5247000010, -4806287.8165000010 -2621074.9340999983, -4806282.0808000010 -2621078.0115000010, -4806276.7296999990 -2621081.7173000015, -4806271.8315999990 -2621086.0040999986, -4806267.4494000000 -2621090.8170999996, -4806263.6391000000 -2621096.0944000000, -4806260.4497000000 -2621101.7685000002, -4806257.9220000000 -2621107.7668000013, -4806256.0884000010 -2621114.0122000016, -4806254.9723000005 -2621120.4248999990, -4806254.5880999990 -2621126.9226000010, -4806254.9406000000 -2621133.4222000020, -4806256.0254999995 -2621139.8401999995, -4806257.8287000000 -2621146.0945000015, -4806260.3271999990 -2621152.1050000004, -4806263.4890000000 -2621157.7945999987, -4806267.2734999990 -2621163.0903999990, -4806271.6322000010 -2621167.9246000014, -4806334.9957000000 -2621129.7591999993))",<a href =https://images.imaginerio.org/iiif/3/2597023/manifest>Manifest</a>
2597022,"Predios ns. 151, 153",1906,Not Available,1903/1903,A. Morales de los Rios,https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597022.jpg,0,0,"POLYGON ((-4806496.8325999990 -2620602.9327999987, -4806484.5403000000 -2620585.2694000006, -4806481.4078000000 -2620587.7771999985, -4806478.7145000010 -2620590.7516999990, -4806476.5291000010 -2620594.1169999987, -4806474.9070999995 -2620597.7872000000, -4806473.8902000000 -2620601.6689000020, -4806473.5040000010 -2620605.6629000010, -4806473.7586000000 -2620609.6675000004, -4806496.8325999990 -2620602.9327999987))",<a href =https://images.imaginerio.org/iiif/3/2597022/manifest>Manifest</a>
2597020,Predio no. 247,1906,Not Available,1903/1903,Dr. Raphael Rebecchi,https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597020.jpg,0,0,"POLYGON ((-4806257.7287000010 -2621276.5500999987, -4806250.7946000010 -2621268.8746999986, -4806249.7178000010 -2621269.4613999985, -4806248.7521000000 -2621270.2170999980, -4806247.9236999990 -2621271.1211000010, -4806247.2550000010 -2621272.1490000000, -4806246.7643000000 -2621273.2727000006, -4806246.4648000000 -2621274.4618999995, -4806246.3649000000 -2621275.6840000004, -4806246.4670000000 -2621276.9059999995, -4806246.7686000000 -2621278.0945000015, -4806247.2612999990 -2621279.2173999995, -4806247.9318000000 -2621280.2441000007, -4806257.7287000010 -2621276.5500999987))",<a href =https://images.imaginerio.org/iiif/3/2597020/manifest>Manifest</a>
2597021,Predio no. 16,1906,Not Available,1903/1903,Dr. Christovão does Santos,https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597021.jpg,0,0,"POLYGON ((-4806806.4467999990 -2619739.0813000016, -4806811.0092999990 -2619747.4389000013, -4806811.9043000005 -2619747.7096000016, -4806812.8325000000 -2619747.8229999990, -4806813.7664000000 -2619747.7756999990, -4806814.6784000010 -2619747.5691000000, -4806815.5415000000 -2619747.2093000000, -4806816.3302000000 -2619746.7069000006, -4806817.0211999990 -2619746.0768000000, -4806817.5940000005 -2619745.3376999980, -4806818.0317000000 -2619744.5113999993, -4806818.3213000000 -2619743.6222999990, -4806818.4543999990 -2619742.6966999993, -4806818.4268999990 -2619741.7619999982, -4806818.2396000010 -2619740.8458999990, -4806817.8982000000 -2619739.9752999990, -4806817.4126999990 -2619739.1761999987, -4806816.7974999990 -2619738.4719999990, -4806816.0706999990 -2619737.8836000003, -4806815.2537999990 -2619737.4285000004, -4806806.4467999990 -2619739.0813000016))",<a href =https://images.imaginerio.org/iiif/3/2597021/manifest>Manifest</a>
2597015,"Hospital da Santa Casa da Misericordia, Vista tomada do Palacio dos Estados",Not Available,1921/1922,1921/1922,"Malta Campos, Augusto Cesar de (Brazilian photographer, 1864-1957)",https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597015.jpg,0,0,"POLYGON ((-4805626.2766999990 -2620700.4263000004, -4805742.6056999990 -2621464.4274000004, -4805754.1977999990 -2621476.5141000003, -4805766.3500999990 -2621488.0375000015, -4805779.0351000000 -2621498.9717000015, -4805792.2243000010 -2621509.2921000010, -4805805.8880000000 -2621518.9754999990, -4805819.9956000000 -2621528.0001000017, -4805834.5152000000 -2621536.3456000015, -4805849.4141000010 -2621543.9932999983, -4805864.6590000000 -2621550.9257999994, -4805880.2155000010 -2621557.1275999993, -4805896.0485000000 -2621562.5848000012, -4805912.1225000005 -2621567.2851000020, -4805928.4013000000 -2621571.2179000005, -4805944.8483000010 -2621574.3744000010, -4805961.4264000000 -2621576.7474000007, -4805978.0984000005 -2621578.3317000010, -4805994.8268000000 -2621579.1235999987, -4806011.5738999990 -2621579.1213999987, -4806028.3021000010 -2621578.3251000010, -4806044.9737000000 -2621576.7364999987, -4806061.5512000010 -2621574.3590999990, -4806077.9974000010 -2621571.1983000003, -4806094.2751000000 -2621567.2611999996, -4806110.3478999995 -2621562.5566999987, -4806126.1795000010 -2621557.0953000000, -4806141.7343000010 -2621550.8894000016, -4806156.9772999990 -2621543.9529000000, -4806171.8742999990 -2621536.3013999984, -4806186.3917000000 -2621527.9519999996, -4806200.4969000000 -2621518.9237000010, -4806214.1581000000 -2621509.2368000000, -4806227.3445999995 -2621498.9129000010, -4806240.0266999990 -2621487.9752999990, -4806252.1758999990 -2621476.4486999996, -4806263.7649000010 -2621464.3590000010, -4806274.7676000000 -2621451.7333000004, -4806285.1592000000 -2621438.6000999995, -4806294.9163000010 -2621424.9890000000, -4806304.0171000010 -2621410.9303999990, -4806312.4410000000 -2621396.4562000000, -4806320.1691000000 -2621381.5988000000, -4806327.1839000005 -2621366.3916000016, -4806333.4697999990 -2621350.8689000010, -4806339.0125999990 -2621335.0656000003, -4806343.7997999990 -2621319.0172999986, -4806347.8205999990 -2621302.7600000016, -4806351.0659000000 -2621286.3304000013, -4806353.5286000000 -2621269.7652999980, -4806355.2030000000 -2621253.1021000000, -4806356.0854000000 -2621236.3781999983, -4806356.1738000010 -2621219.6314000003, -4806355.4679000005 -2621202.8990999980, -4806353.9695000000 -2621186.2192000000, -4806351.6818000000 -2621169.6290000007, -4806348.6099999990 -2621153.1660000010, -4806344.7610000000 -2621136.8671999983, -4806340.1435000000 -2621120.7692999990, -4806334.7678000000 -2621104.9083999990, -4806328.6461000000 -2621089.3202000000, -4806321.7920999990 -2621074.0399000010, -4806314.2213000000 -2621059.1017000005, -4805626.2766999990 -2620700.4263000004))",<a href =https://images.imaginerio.org/iiif/3/2597015/manifest>Manifest</a>
2597016,Botafogo (tomado do Corcovado),Not Available,1921/1922,1921/1922,Huberti & CIA,https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2597016.jpg,0,0,"POLYGON ((-4808666.4147000000 -2627478.2435999997, -4807659.5406000000 -2624552.7778000010, -4807642.7696000000 -2624513.3603000008, -4807625.2683000010 -2624474.2615000010, -4807607.0428000000 -2624435.4950999990, -4807588.0994000010 -2624397.0742999986, -4807568.4447000010 -2624359.0126000010, -4807548.0854000000 -2624321.3229000010, -4807527.0286000000 -2624284.0185000002, -4807505.2816000000 -2624247.1121999994, -4807482.8519000000 -2624210.6167999990, -4807459.7473000010 -2624174.5449000000, -4807435.9758000000 -2624138.9090000020, -4807411.5454999990 -2624103.7212999985, -4807386.4650000000 -2624068.9941999987, -4807360.7429000010 -2624034.7395999990, -4807334.3881000000 -2624000.9693000020, -4807307.4097000010 -2623967.6950000003, -4807279.8171000000 -2623934.9283999987, -4807251.6197999995 -2623902.6805999987, -4807222.8276000000 -2623870.9628000000, -4807193.4505000000 -2623839.7861000000, -4807163.4985000010 -2623809.1611000000, -4807132.9821000010 -2623779.0986000000, -4807101.9118000010 -2623749.6088999994, -4807070.2984000000 -2623720.7021000013, -4807038.1527999990 -2623692.3883999996, -4807005.4860999990 -2623664.6774999984, -4806972.3095999990 -2623637.5790000000, -4806938.6349000000 -2623611.1022000015, -4806904.4735000000 -2623585.2564000003, -4806869.8373000010 -2623560.0505000018, -4806834.7382999990 -2623535.4930999987, -4806799.1885000000 -2623511.5927999990, -4806763.2004000000 -2623488.3579000010, -4806726.7863000000 -2623465.7963999994, -4806689.9589000010 -2623443.9160000010, -4806652.7309000010 -2623422.7245000005, -4806615.1152000000 -2623402.2289999984, -4806577.1247000005 -2623382.4367999993, -4806538.7727000010 -2623363.3546000010, -4806500.0724000000 -2623344.9890000000, -4806461.0372000000 -2623327.3464000000, -4806421.6807000000 -2623310.4329000004, -4806382.0163000000 -2623294.2544000000, -4806342.0578000005 -2623278.8165000007, -4806301.8192000000 -2623264.1244000010, -4806261.3142000010 -2623250.1832999997, -4806220.5569000000 -2623236.9979999997, -4806179.5615000000 -2623224.5731000006, -4806138.3420000000 -2623212.9127999990, -4806096.9127999990 -2623202.0212000012, -4806055.2881000005 -2623191.9021000005, -4806013.4825000000 -2623182.5590000004, -4805971.5102999990 -2623173.9950000010, -4805929.3861000000 -2623166.2131999990, -4805887.1243999990 -2623159.2162999995, -4805844.7399000000 -2623153.0066000000, -4805802.2471999990 -2623147.5863999985, -4805759.6610000000 -2623142.9574999996, -4805716.9962000010 -2623139.1213999987, -4805674.2673000000 -2623136.0795999990, -4805631.4893000000 -2623133.8330999985, -4805588.6768999990 -2623132.3825999983, -4805545.8449000010 -2623131.7285999990, -4805503.0080999990 -2623131.8715000004, -4805460.1815000010 -2623132.8110999987, -4805417.3796999995 -2623134.5471000000, -4805374.6175999995 -2623137.0788999980, -4805331.9100000000 -2623140.4056999980, -4805289.2716000010 -2623144.5262000000, -4805246.7173000000 -2623149.4391000010, -4805204.2617000010 -2623155.1426000000, -4805161.9196000010 -2623161.6347999983, -4805119.7054999990 -2623168.9135000000, -4805077.6340999990 -2623176.9760000000, -4805035.7200000010 -2623185.8198000006, -4804993.9776000010 -2623195.4415000007, -4804952.4213000000 -2623205.8379999995, -4804911.0657000000 -2623217.0056999996, -4804869.9249000010 -2623228.9406000003, -4804829.0132000000 -2623241.6387000010, -4804788.3447999990 -2623255.0956000015, -4804747.9337000010 -2623269.3064999990, -4804707.7939000000 -2623284.2666000016, -4804667.9394000005 -2623299.9708000010, -4804628.3838000000 -2623316.4135000000, -4804589.1409000010 -2623333.5890999995, -4804550.2241999990 -2623351.4915999994, -4804511.6472999990 -2623370.1149000004, -4804473.4234000000 -2623389.4525000006, -4804435.5658000000 -2623409.4976999983, -4804398.0876000000 -2623430.2435999997, -4804361.0018000010 -2623451.6829999983, -4804324.3211000000 -2623473.8084000014, -4804288.0583000000 -2623496.6123000010, -4804252.2260000000 -2623520.0868000016, -4804216.8365000000 -2623544.2236000000, -4804181.9020000010 -2623569.0144999996, -4804147.4346999990 -2623594.4510000013, -4804113.4464000000 -2623620.5240999980, -4804079.9489999990 -2623647.2248000020, -4804046.9541000000 -2623674.5439999998, -4804014.4728999995 -2623702.4721999990, -4803982.5168999990 -2623730.9996999986, -4803951.0969999990 -2623760.1165999994, -4803920.2240999990 -2623789.8128999993, -4803889.9088000000 -2623820.0782999992, -4803860.1618000010 -2623850.9023000000, -4803830.9932000000 -2623882.2743000016, -4803802.4132000000 -2623914.1834000014, -4803774.4317000010 -2623946.6185999997, -4803747.0582000000 -2623979.5685999990, -4803720.3024000000 -2624013.0220000000, -4803694.1734000000 -2624046.9673000015, -4803668.6804000010 -2624081.3927000016, -4803643.8320000000 -2624116.2864000015, -4803619.6370000000 -2624151.6361999996, -4803596.1035999990 -2624187.4299000017, -4803573.2401000000 -2624223.6550999990, -4803551.0544000010 -2624260.2993000000, -4803529.5540000000 -2624297.3498000020, -4803508.7465000000 -2624334.7939000020, -4803488.6391000000 -2624372.6184000000, -4803469.2386000010 -2624410.8104000017, -4803450.5518999990 -2624449.3566999994, -4803432.5854000000 -2624488.2439000010, -4803415.3453000000 -2624527.4585000016, -4803398.8375000000 -2624566.9869000018, -4803383.0679000000 -2624606.8156000003, -4803368.0418000000 -2624646.9307999983, -4803353.7644000000 -2624687.3183999993, -4803340.2405999990 -2624727.9646000005, -4803327.4752999990 -2624768.8554000000, -4803315.4727000000 -2624809.9765000010, -4803304.2370000000 -2624851.3137000017, -4803293.7722000000 -2624892.8528000005, -4803284.0818000010 -2624934.5793000013, -4803275.1691999990 -2624976.4789000005, -4803267.0374000000 -2625018.5368999990, -4803259.6893000010 -2625060.7390000000, -4803253.1274999995 -2625103.0703999996, -4803247.3541000000 -2625145.5165000000, -4803242.3712000010 -2625188.0626999997, -4803238.1806000010 -2625230.6942000017, -4803234.7836000010 -2625273.3962999990, -4803232.1815000010 -2625316.1541999990, -4803230.3751000000 -2625358.9530999996, -4803229.3650000000 -2625401.7780999990, -4803229.1516999990 -2625444.6145999990, -4803229.7352000010 -2625487.4475999996, -4803231.1153000000 -2625530.2622999996, -4803233.2915000000 -2625573.0439999998, -4803236.2630000000 -2625615.7778000010, -4803240.0288999990 -2625658.4488999993, -4803244.5877000000 -2625701.0425999984, -4803249.9381000010 -2625743.5441000015, -4803256.0780000000 -2625785.9387999997, -4803263.0055000000 -2625828.2120000010, -4803270.7179000005 -2625870.3489000015, -4803279.2129000000 -2625912.3352000006, -4803288.4871999990 -2625954.1561000010, -4803298.5379000010 -2625995.7972999997, -4803309.3613000010 -2626037.2443999983, -4803320.9537000000 -2626078.4829999990, -4803333.3112000000 -2626119.4989000000, -4803346.4295000010 -2626160.2778000010, -4803360.3039000000 -2626200.8055999987, -4803374.9298000000 -2626241.0683999993, -4803390.3019999990 -2626281.0520999990, -4803406.4153000000 -2626320.7430999987, -4803423.2640000000 -2626360.1273999996, -4803440.8423000000 -2626399.1915999986, -4803459.1442000010 -2626437.9219999984, -4803478.1633000000 -2626476.3053999990, -4803497.8931000010 -2626514.3282999992, -4803518.3266000000 -2626551.9776999988, -4803539.4569000010 -2626589.2404999994, -4803561.2766999990 -2626626.1039000005, -4803583.7783000000 -2626662.5549999997, -4803606.9540000000 -2626698.5813000016, -4803630.7957000010 -2626734.1702999994, -4803655.2952999990 -2626769.3097000010, -4803680.4443000000 -2626803.9873000010, -4803706.2338999990 -2626838.1911000013, -4803732.6552000010 -2626871.9094000010, -4803759.6992000010 -2626905.1303999983, -4803787.3563000000 -2626937.8425999990, -4803815.6171000000 -2626970.0346999990, -4803844.4717999995 -2627001.6955999993, -4803873.9103999995 -2627032.8143999986, -4803903.9227000010 -2627063.3801999986, -4803934.4982999990 -2627093.3825000003, -4808666.4147000000 -2627478.2435999997))",<a href =https://images.imaginerio.org/iiif/3/2597016/manifest>Manifest</a>
