id,first_year,last_year,geometry
001AAN005146,1905,1915,"POLYGON ((-43.21045834765035 -22.95187215027292, -43.00368723171935 -22.88372438146816, -42.9974170168901 -22.90271563134785, -42.99319626088036 -22.92218147057019, -42.99106646393336 -22.94193459826933, -42.99104904405575 -22.96178486718972, -42.99314509602394 -22.98154111143191, -42.99733534521971 -23.00101298719485, -43.0035802981081 -23.02001280881331, -43.00930866638588 -23.0332811351484, -43.21045834765035 -22.95187215027292))"
001AAN005147,1905,1915,"POLYGON ((-43.13668773653035 -22.94883628334467, -43.14033359189711 -22.95012821582977, -43.14045354792618 -22.94979292219795, -43.14053723636627 -22.94944841597194, -43.14058385151719 -22.94909801499254, -43.14059294473407 -22.94874509384528, -43.14056442873706 -22.94839305136013, -43.14049857844069 -22.94804527787865, -43.14039602829516 -22.94770512260385, -43.14027363761681 -22.94740921440835, -43.13668773653035 -22.94883628334467))"
001AAN005148,1905,1915,"POLYGON ((-43.13969857499995 -22.93103810400006, -43.14234001947374 -22.93368810514749, -43.14260933601071 -22.93343689796054, -43.14285061884312 -22.93316258892257, -43.14306154434625 -22.93286781991148, -43.14324008130772 -22.93255542983794, -43.14338451048484 -22.93222842730025, -43.14349344115539 -22.93188996160578, -43.14356582450307 -22.93154329243765, -43.14358932044225 -22.93135526033334, -43.13969857499995 -22.93103810400006))"
001AAN005149,1905,1915,"POLYGON ((-43.13340404671221 -22.9520403139632, -43.13722523621411 -22.95278827754903, -43.1372864478038 -22.95243978593956, -43.13731026941863 -22.95208744763795, -43.13729647193438 -22.95173465587141, -43.13724518852079 -22.95138480820777, -43.13715691334787 -22.95104127383547, -43.13703249681589 -22.95070736111781, -43.13687313735544 -22.9503862857339, -43.13674628961921 -22.95017794507176, -43.13340404671221 -22.9520403139632))"
001AAN005150,1905,1915,"POLYGON ((-43.15318348500004 -22.89044110200001, -43.15486627387408 -22.89368720042468, -43.15520354865071 -22.89351961625037, -43.15552136779021 -22.89332238375226, -43.15581667041072 -22.89309740251187, -43.15608661253177 -22.89284683935377, -43.15632859446539 -22.89257310747273, -43.15654028585247 -22.89227884318821, -43.15671964810313 -22.89196688055009, -43.15680975299205 -22.89177536720748, -43.15318348500004 -22.89044110200001))"
001AAN005151,1908,1909,"POLYGON ((-43.12852523329806 -22.95533045597471, -43.13240140887018 -22.95577896246584, -43.13243048108899 -22.95542695845491, -43.13242194355666 -22.95507402552979, -43.13237587878722 -22.95472356262143, -43.13229273069437 -22.95437894484701, -43.13217330030535 -22.95404349100689, -43.13201873803639 -22.95372043162501, -43.13184840054349 -22.9534392434603, -43.12852523329806 -22.95533045597471))"
001AAN014011,1875,1885,"POLYGON ((-43.16808312499982 -22.95558975900001, -43.16529091821703 -22.9530738428534, -43.16503655349621 -22.95333796796822, -43.16481152746396 -22.95362377898026, -43.1646180073351 -22.95392852350153, -43.16445785695807 -22.95424926679338, -43.16433261885939 -22.95458292002506, -43.16424349938108 -22.95492627001694, -43.16419135705396 -22.95527601018196, -43.16417669431952 -22.95562877236753, -43.16417929420484 -22.95572668375188, -43.16808312499982 -22.95558975900001))"
001AAN014015,1880,1890,"POLYGON ((-43.17500974609336 -22.90654105654377, -43.17812595787517 -22.89447083821969, -43.17682669434991 -22.89424759918878, -43.17550993736145 -22.89414274226613, -43.17418836457414 -22.89415727700646, -43.17287469998055 -22.8942910634705, -43.17158159149594 -22.8945428135712, -43.17032148928224 -22.89491010346532, -43.16910652596826 -22.89538939687144, -43.16893283741815 -22.89546884733045, -43.17500974609336 -22.90654105654377))"
001AAN014016,1897,1897,"POLYGON ((-43.17388309505493 -22.90271367748756, -43.17234638407347 -22.89940663138486, -43.17200190341457 -22.89956130524912, -43.17167553840041 -22.89974633758344, -43.17137043197272 -22.8999599465455, -43.17108952239492 -22.90020007509399, -43.17083551495794 -22.90046441079397, -43.17061085592773 -22.90075040808182, -43.17042227615941 -22.90104723950843, -43.17388309505493 -22.90271367748756))"
001ACL017002,1880,1890,"POLYGON ((-43.17371909469376 -22.90824677790332, -43.18165883238483 -22.89244913520049, -43.17993976469675 -22.8918083459963, -43.17816081026266 -22.89132584989503, -43.17633909563309 -22.89100629189002, -43.17449215855017 -22.89085274834127, -43.1726377792939 -22.89086669739286, -43.17079380970695 -22.89104800475923, -43.16897800153431 -22.89139492501656, -43.16720783572116 -22.89190411838649, -43.16568699916593 -22.89248880300325, -43.17371909469376 -22.90824677790332))"
001ACL017006,1860,1870,"POLYGON ((-43.18057255153133 -22.90468935943758, -43.18161721726765 -22.90815554479747, -43.18198102176746 -22.90804453211528, -43.18233126092524 -22.90790120654799, -43.18266456155038 -22.90772694849912, -43.18297771362575 -22.9075234362846, -43.18326770122761 -22.90729262996521, -43.18353173157445 -22.90703675246526, -43.18376726192454 -22.90675826815945, -43.18397202406341 -22.90645985913451, -43.18412668277415 -22.90618003927195, -43.18057255153133 -22.90468935943758))"
001ACL017018,1861,1870,"POLYGON ((-43.19318010575777 -22.9597817309962, -43.17524209974673 -22.94475552473223, -43.17372897465578 -22.94644682064057, -43.17240311937155 -22.94826653774825, -43.17127730688185 -22.95019715599833, -43.17036238561063 -22.952220086819, -43.16966717470267 -22.95431585197499, -43.1691983787853 -22.95646427101155, -43.16896052303971 -22.95864465549133, -43.16895590922076 -22.96083600815781, -43.16900543528575 -22.96155553562047, -43.19318010575777 -22.9597817309962))"
001ACL017022,1861,1871,"POLYGON ((-43.28085126499999 -22.97049345999999, -43.28474882278126 -22.97074464155818, -43.28475679035544 -22.97039169731595, -43.28472714567028 -22.97003973356164, -43.28466017451027 -22.96969213987776, -43.28455652211989 -22.96935226373504, -43.28442232395219 -22.96903398678019, -43.28085126499999 -22.97049345999999))"
001ACL018002,1865,1875,"POLYGON ((-43.17441891889175 -22.89635738010923, -43.17189223352752 -22.90369011431102, -43.17268464799813 -22.90388294882172, -43.17349376721692 -22.90400330407069, -43.17431179765415 -22.90405002077718, -43.17513085990245 -22.90402264895769, -43.17594306461078 -22.90392145226243, -43.17674058851456 -22.90374740543457, -43.1775157498275 -22.90350218491655, -43.1782610822673 -22.90318815269448, -43.1789694070007 -22.90280833353634, -43.17963390181307 -22.90236638584387, -43.18024816683553 -22.9018665663996, -43.18080628619526 -22.90131368934922, -43.18130288499497 -22.90071307981522, -43.18173318107233 -22.90007052258945, -43.18209303104111 -22.89939220639959, -43.18237897017117 -22.89868466428717, -43.18258824572411 -22.89795471067212, -43.18271884342472 -22.89720937571076, -43.18276950681491 -22.89645583757983, -43.18276290284679 -22.89603633071834, -43.17441891889175 -22.89635738010923))"
001ACL018004,1965,1975,"POLYGON ((-43.17215494420271 -22.9397957055325, -43.17551678619191 -22.94162751631618, -43.17569556415145 -22.94131523755034, -43.17584024286089 -22.94098832507305, -43.17594942919473 -22.94064992732445, -43.17602207187437 -22.94030330333353, -43.17605747158309 -22.93995179132898, -43.17605528769034 -22.93959877658839, -43.17601554152118 -22.9392476588351, -43.17593861613963 -22.93890181949721, -43.17582525264857 -22.93856458914353, -43.17567654304209 -22.93823921541047, -43.17549391967976 -22.93792883172849, -43.17527914148436 -22.93763642714908, -43.17503427699633 -22.93736481756296, -43.17476168444838 -22.93711661858634, -43.17446398905243 -22.93689422037615, -43.17414405771741 -22.93669976461672, -43.17380497144181 -22.9365351238993, -43.17344999564627 -22.93640188369269, -43.17308254873225 -22.93630132707862, -43.17287432133092 -22.93625995442929, -43.17215494420271 -22.9397957055325))"
001ACL019001,1866,1866,"POLYGON ((-43.17414778747914 -22.92549988195336, -43.17080617779597 -22.92363754638952, -43.17062407104953 -22.92394817784052, -43.17047589845617 -22.92427375325215, -43.17036308720422 -22.92461113725134, -43.17028672396967 -22.92495708072161, -43.17024754444175 -22.92530825209088, -43.17024592622735 -22.92566126941431, -43.17028188520353 -22.92601273294327, -43.17035507535329 -22.92635925786666, -43.17045082740931 -22.92666043450226, -43.17414778747914 -22.92549988195336))"
001ACL019003,1860,1870,"POLYGON ((-43.17441503255646 -22.89641508095155, -43.16884453903698 -22.90135199763361, -43.16939666440266 -22.90183120860959, -43.16999712516787 -22.90225825799313, -43.17064013827745 -22.90262903255474, -43.17131951066317 -22.90293996105806, -43.17202869890564 -22.90318804867107, -43.17276087227763 -22.90337090582415, -43.17350897856058 -22.9034867712364, -43.17426581199937 -22.90353452888798, -43.17502408273928 -22.90351371877463, -43.17577648707494 -22.90342454134055, -43.17645793653062 -22.90328267905771, -43.17441503255646 -22.89641508095155))"
001ACL019004,1860,1870,"POLYGON ((-43.17402278031376 -22.89597834062565, -43.17615111594438 -22.91029440828398, -43.17766425397694 -22.91003328812058, -43.1791423117569 -22.90963679753421, -43.18057105079904 -22.90910875611309, -43.18193670815572 -22.90845425068726, -43.18322612909263 -22.90767958628177, -43.18442689388026 -22.90679222532739, -43.18552743747559 -22.90580071571684, -43.18651716093903 -22.90471460840231, -43.18738653351184 -22.90354436533099, -43.18812718437096 -22.9023012586086, -43.18873198317875 -22.90099726186494, -43.18898752574994 -22.90030889457246, -43.17402278031376 -22.89597834062565))"
001ACL019005,1861,1871,"POLYGON ((-43.17372203499413 -22.92546677695484, -43.17753586878111 -22.92624281159785, -43.17760008762433 -22.92589478115017, -43.17762695834804 -22.92554262922641, -43.17761622246235 -22.92518974726095, -43.17756798365204 -22.92483953369248, -43.17748270676667 -22.9244953612354, -43.17736121333304 -22.92416054440015, -43.17720467363323 -22.92383830757479, -43.17701459542518 -22.92353175397559, -43.17679280941466 -22.92324383576518, -43.1765414516189 -22.92297732562607, -43.17626294279178 -22.92273479006311, -43.17606813591318 -22.92259078491079, -43.17372203499413 -22.92546677695484))"
001ACL019009,1860,1870,"POLYGON ((-43.19497448838381 -22.90034547124595, -43.15205783602966 -22.91480628478276, -43.15380279479906 -22.9186116886559, -43.15594441912865 -22.92224120613818, -43.15846210584161 -22.92565986751793, -43.16133162309975 -22.92883473207576, -43.16452534319451 -22.93173520598084, -43.16801250833262 -22.93433333762436, -43.171759526868 -22.9366040875194, -43.17573029712644 -22.93852557014023, -43.17988655569233 -22.94007926534526, -43.18418824678023 -22.94125019732239, -43.18859390910002 -22.94202707931053, -43.19200586547166 -22.94235043526016, -43.19497448838381 -22.90034547124595))"
001ACL019014,1866,1866,"POLYGON ((-43.1308564464856 -22.90706838389253, -43.12953075123854 -22.91045206087916, -43.12989719672799 -22.91055546053834, -43.13027288102754 -22.91062527690915, -43.13065418582238 -22.91066083756954, -43.13103743865233 -22.91066180002391, -43.1314189482906 -22.91062815500255, -43.13179504030366 -22.910560226551, -43.13216209244896 -22.91045866890822, -43.13251656956959 -22.9103244602041, -43.13285505764919 -22.91015889303655, -43.13289328213079 -22.91013764545807, -43.1308564464856 -22.90706838389253))"
001ACL019026,1860,1870,"POLYGON ((-43.19272835578359 -22.89421236555112, -43.18284112070013 -22.89520867176916, -43.18299470575827 -22.89609665159127, -43.18324203507851 -22.89696648729775, -43.1835807283973 -22.89780980146724, -43.18400752535288 -22.89861847195495, -43.18451831682892 -22.89938471013515, -43.18510818448254 -22.90010113593633, -43.18577144807758 -22.90076084894524, -43.18603468141659 -22.90098968166095, -43.19272835578359 -22.89421236555112))"
001ACL019030,1860,1870,"POLYGON ((-43.1969638756689 -22.90072610411034, -43.22141990075694 -22.88905536661338, -43.22006026658543 -22.88690339709176, -43.21847826932012 -22.88488455023676, -43.21668914902533 -22.88301826229139, -43.21471013769456 -22.88132249998527, -43.21256029322891 -22.87981358776027, -43.21026031594041 -22.87850605081358, -43.20783234934547 -22.8774124754597, -43.20529976716145 -22.87654338814688, -43.20268694854798 -22.87590715428431, -43.20001904374424 -22.87550989784644, -43.1973217323433 -22.87535544252264, -43.19626681206812 -22.87536142862892, -43.1969638756689 -22.90072610411034))"
001ACL019043,1860,1870,"POLYGON ((-43.18707570825433 -22.91900949868819, -43.19195234008654 -22.90133580557269, -43.19004830065565 -22.90098063934003, -43.18811564491622 -22.90079907810767, -43.18617297803995 -22.9007928697111, -43.18423900145687 -22.90096207391657, -43.18233233303875 -22.90130506184643, -43.18047132808222 -22.90181853164113, -43.18031197031854 -22.90187118214426, -43.18707570825433 -22.91900949868819))"
001ACL019053,1861,1870,"POLYGON ((-43.17587957502117 -22.94211905101371, -43.18277085842579 -22.95020036841763, -43.18359785044812 -22.94953941914693, -43.18435049907114 -22.94880700555586, -43.18502155600963 -22.94801018228718, -43.1856045592143 -22.947156624251, -43.18609389508183 -22.9462545526702, -43.18648485247715 -22.94531265586744, -43.18677366804891 -22.944340005558, -43.18695756240412 -22.94334596945605, -43.18703476679605 -22.94234012103689, -43.18700454007143 -22.94133214732521, -43.18686717571732 -22.94033175559779, -43.1867718333143 -22.93989122015708, -43.17587957502117 -22.94211905101371))"
001ACL019059,1860,1870,"POLYGON ((-43.17507432263816 -22.90652635215704, -43.17746320700005 -22.89740035234048, -43.17648068637005 -22.89722860692036, -43.17548462446471 -22.89714639780487, -43.17448461194558 -22.89715451654974, -43.17349027748942 -22.89725288498318, -43.17251119513521 -22.89744055595807, -43.17155679215561 -22.89771572246604, -43.17063625833735 -22.8980757350259, -43.16975845754136 -22.89851712717952, -43.16902233963057 -22.89897340243029, -43.17507432263816 -22.90652635215704))"
001ACL019093,1860,1870,"POLYGON ((-43.17580529740235 -22.91352100799642, -43.17803499213068 -22.91647441385411, -43.17833854339847 -22.91625888875334, -43.1786176966488 -22.91601699602539, -43.17886976346546 -22.91575106536401, -43.17909231634671 -22.91546365796033, -43.17928321208196 -22.91515754183217, -43.17944061238836 -22.91483566516159, -43.17956300160883 -22.91450112789778, -43.17964920130122 -22.91415715189901, -43.17969476304832 -22.91384614815374, -43.17580529740235 -22.91352100799642))"
001AE001001,1906,1916,"POLYGON ((-43.17520894078682 -22.91110016812866, -43.17481410931315 -22.9146790187645, -43.17519685322667 -22.91469743235355, -43.17557971355924 -22.91468120140452, -43.17595900286521 -22.91463048224269, -43.17633106810075 -22.91454576335965, -43.17669232581537 -22.91442786070732, -43.17703929667248 -22.91427790983755, -43.17710935982974 -22.91424282181658, -43.17520894078682 -22.91110016812866))"
001AE001002,1906,1916,"POLYGON ((-43.17563033409676 -22.94217298002408, -43.18977051975894 -22.95220647071752, -43.19077035710574 -22.95088180886563, -43.19162435969992 -22.94947327773492, -43.19232430624412 -22.94799444464894, -43.19286346003949 -22.94645955364251, -43.19323663370319 -22.94488338820459, -43.19344023893495 -22.9432811288419, -43.19347232086027 -22.94166820683733, -43.19333257662797 -22.94006015561344, -43.19331822503062 -22.93996061258753, -43.17563033409676 -22.94217298002408))"
001AE001003,1906,1916,"POLYGON ((-43.19635452359594 -22.9450074899591, -43.14587588010345 -22.89329023479243, -43.14061520952006 -22.89809552035671, -43.13589078325673 -22.90335253062894, -43.13174812034393 -22.90901068719626, -43.12822715767252 -22.91501554563162, -43.12536186382909 -22.92130931802964, -43.12317990967914 -22.92783142791485, -43.12170239895666 -22.93451909224036, -43.12094366156594 -22.94130792492591, -43.12091111171779 -22.94813255616484, -43.12160517241396 -22.95492726156618, -43.12301926716449 -22.96162659508873, -43.12513987917961 -22.9681660196734, -43.12794667762562 -22.97448252948749, -43.13141270988044 -22.9805152577614, -43.13550465807426 -22.98620606432371, -43.13706637146322 -22.98809370564982, -43.19635452359594 -22.9450074899591))"
001AF001001,1915,1925,"POLYGON ((-43.18311014630702 -22.96321276639027, -43.17989233054672 -22.97435291711074, -43.1810938247312 -22.97458967717853, -43.18231474208243 -22.97471686230011, -43.18354332156084 -22.97473324730314, -43.18476772826145 -22.97463867435087, -43.18597616750628 -22.97443405446379, -43.18715699854785 -22.97412135873704, -43.1882988467843 -22.97370359933873, -43.18939071340115 -22.97318480047275, -43.19042208138018 -22.97256995958688, -43.19056238873439 -22.97247564582559, -43.18311014630702 -22.96321276639027))"
001ALA011001,1915,1921,"POLYGON ((-43.17516798500002 -22.91118278500023, -43.17378883121463 -22.91454829845542, -43.1741536121049 -22.91465660842872, -43.17452816270934 -22.91473146275901, -43.17490887563461 -22.91477214050232, -43.17529208412232 -22.91477824987891, -43.17567409737283 -22.91474973204748, -43.17605123610097 -22.91468686167203, -43.1764198679806 -22.91459024427587, -43.17677644263645 -22.91446081040829, -43.17708049631032 -22.91431920933076, -43.17516798500002 -22.91118278500023))"
001ALA011002,1915,1921,"POLYGON ((-43.17533165721228 -22.91001633390647, -43.17901994636068 -22.90883380893647, -43.178876349491 -22.90850650500239, -43.17869861643385 -22.90819374176125, -43.17848845902239 -22.90789853118333, -43.17824790130393 -22.90762371618433, -43.17797926004277 -22.90737194325126, -43.17768512240617 -22.90714563696044, -43.17736832104825 -22.90694697663259, -43.17703190683201 -22.90677787534995, -43.17671902216906 -22.90665370121507, -43.17533165721228 -22.91001633390647))"
001ALA011003,1915,1921,"POLYGON ((-43.17809338455737 -22.90432219960969, -43.17986437802525 -22.90111610679909, -43.17951470816865 -22.90097164330312, -43.1791513511999 -22.90085944676127, -43.17877780621193 -22.90078059760641, -43.17839767038397 -22.90073585514038, -43.17801460434889 -22.9007256502237, -43.17763229695012 -22.90075008112755, -43.17725442972733 -22.90080891258754, -43.17688464147231 -22.90090157806882, -43.17656560426192 -22.90101163704317, -43.17809338455737 -22.90432219960969))"
001ALA011004,1920,1925,"POLYGON ((-43.24166334451462 -23.00005577804537, -43.25576099437188 -23.01043212821406, -43.2567980077831 -23.00911019939039, -43.25768923687313 -23.00770107259977, -43.25842610171908 -23.00621832101393, -43.25900151001449 -23.00467622652491, -43.25940992521426 -23.00308964211863, -43.25964741966403 -23.00147384876452, -43.25971171221013 -22.99984440820172, -43.2596021899357 -22.99821701304171, -43.25935973844211 -22.99678482952431, -43.24166334451462 -23.00005577804537))"
001ALA011005,1915,1925,"POLYGON ((-43.16424122204654 -22.95094814440576, -43.16120605755331 -22.94868344823657, -43.16097961121834 -22.94896830124742, -43.16078457460419 -22.94927222127129, -43.16062282616146 -22.94959228151044, -43.16049592380483 -22.94992539971308, -43.16040508990226 -22.95026836785317, -43.16035119949412 -22.95061788302216, -43.16033477185609 -22.95097057923552, -43.16035596548741 -22.95132305984746, -43.16040623090527 -22.95163345009384, -43.16424122204654 -22.95094814440576))"
