"gid","featuretyp","namecomple","nameshort","yearfirstd","yearlastdo","firstdispl","lastdispla","layer","tablename","globalid","geom","uploaddate","notes","nameabbrev","creator","firstowner","owner","occupant","address","scalerank","stylename"
424840,"Civil","Agência Central dos Correios","Correios",,,1922,8888,"BuildingsPoly",,"28a42060-74a9-11e8-bd15-356431c8a804","0103000020E61000000100000005000000C63610138B9645C052FDC033DEE636C0242F5A5A909645C086EFCEE4C8E636C0BEB86EFF849645C07CB5E8EEBEE636C0FFE20C94809645C0EFDFB1C9D3E636C0C63610138B9645C052FDC033DEE636C0",20180620,,,,,,,"Rua Primeiro de Março, 64",0,"buildings"
424841,"Civil","Galeria Progetti","Progetti",,,1889,8888,"BuildingsPoly",,"28a44770-74a9-11e8-bd15-356431c8a804","0103000020E61000000100000008000000D5B49DEC669645C00E0CDEF4F1E636C06D8FD0F76A9645C02BD080B6F6E636C0255090256C9645C05DC3D45AF3E636C0B9BF8246679645C02A3D4999EDE636C06680E504679645C02CFAC04BEDE636C045CE017B669645C0E572281EEFE636C000FDE9FA659645C00AD074CFF0E636C0D5B49DEC669645C00E0CDEF4F1E636C0",20180620,,,"RUA Arquitetura - Pedro Rivera, Daniela Brasil",,,,"Travessa do comercio, 22",0,"buildings"
424842,"Civil","Centro Administrativo do Tribunal de Justica","TJ",,,1941,8888,"BuildingsPoly",,"28a46e80-74a9-11e8-bd15-356431c8a804","0103000020E6100000010000000B00000020BFBFDF399645C066D41C39F2E636C0CF5902F23A9645C0C59D7C74F3E636C032AEBDE33D9645C00C01597CEAE636C03C3E01F2379645C0AE8151ABE3E636C03C1C22EE379645C0BC0BE9B6E3E636C0CEE200BB379645C0769EAD7DE3E636C0370687D1349645C0E18BE269ECE636C0FBE6BFEB359645C07B3042C5EDE636C073C5C7AD359645C074BF839FEEE636C0A7C5209C399645C09331A208F3E636C020BFBFDF399645C066D41C39F2E636C0",20180620,,,"Humberto Nabuco dos Santos",,,,"Praça XV de Novembro, s/n",0,"buildings"
424843,"Civil","Estação das Barcas","Barcas",,,1906,8888,"BuildingsPoly",,"28a49590-74a9-11e8-bd15-356431c8a804","0103000020E61000000100000037000000DADE6872059645C0D36E28E125E736C0923AF986099645C0F21123B22AE736C030450E8D099645C02BA826C12BE736C0CA7D6E95099645C0EF6A03362DE736C0C2BF03A4099645C0CB9CDCC02FE736C0019C6296089645C09EB3C7A32FE736C0AD65B501089645C016EEC0932FE736C09B81609D039645C0D2237E1A2FE736C0A745724B039645C064EE734C37E736C0DD61C2DB079645C008C7D0DA37E736C08F1711B8099645C07836D91438E736C0BAB11BB5099645C03ED0920E3FE736C09BC7AC5A099645C076B786DD3EE736C0D9F4AEF1009645C0320B073B54E736C0D580E313009645C0A7CF786E56E736C06B04826AFE9545C083C71DA75AE736C0AFF51985FD9545C06024E6ED5CE736C09F0978B3FE9545C0C1B2AD755EE736C0D215A37CFE9545C0F1BDB5F65EE736C00E9BF91B019645C056BFF24862E736C02DA2F448019645C0430CC0CD61E736C050029201029645C09C68A5DC62E736C07D5A6196029645C0D954C25763E736C04012B81F039645C0A4576F5C63E736C0065A9C53039645C028C30E2463E736C0B9B62ADB039645C00641C7D061E736C03715C170069645C0E4DA715B5BE736C05C6B272E0B9645C020AE17834FE736C090FEB6050C9645C08D4D65684DE736C0C3FC9EDD0F9645C021048DCD43E736C08FBE9390109645C02508C31242E736C027AA92AA109645C04B8A668741E736C0C63FE6A5109645C0AA050F1941E736C0C8935F7B109645C0E38AD8A940E736C055AE1922109645C096123D4340E736C04B0388BD0A9645C0F44E50083AE736C0A97841B60A9645C0A327772C39E736C01070FCAD0A9645C0F0E2D23238E736C078E220140B9645C04FAB433F38E736C09C1CEE140B9645C02651ACD336E736C0475EC0850B9645C0B40459E235E736C002D61E860B9645C0BC00555532E736C0D9868CEF0A9645C06807287331E736C07FB39BDE0A9645C082C0CBE22FE736C0ABE802DB0A9645C0942B82432CE736C0ADDED5290B9645C031AAAFA42AE736C020150F9D0B9645C0E6A9E9AE2AE736C0BF5A5AB30C9645C0864A6E3A26E736C0C43B54700C9645C03FC1A7BC25E736C0892AF3DB0C9645C0158E390324E736C0DC57497E0B9645C01925416222E736C034FCD0B8049645C0D0AA1A4F1AE736C0FC7B1D28029645C0D3C72DFF21E736C0D926DDDF039645C00B79330624E736C0DADE6872059645C0D36E28E125E736C0",20180620,,,,,,,"Praça Quinze de Novembro, 21",0,"buildings"
424844,"Civil","Edifício-Sede da S. A. White Martins","Martins",,,1975,8888,"BuildingsPoly",,"28a4bca0-74a9-11e8-bd15-356431c8a804","0103000020E6100000010000000700000077A6638E0D9745C0A3CFE5E83CE636C0326E31FA0E9745C04DBBC96B41E636C08465AAE7179745C036A596C537E636C0488004F3149745C008740F622EE636C0D38F0E47109745C0B1687B6F33E636C0326789050C9745C001BBC50938E636C077A6638E0D9745C0A3CFE5E83CE636C0",20180620,,,"Pontual Arquitetos Associados",,,,"RUA MAIRINK VEIGA  , 9",0,"buildings"
424845,"Civil","Museu do Amanhã","Amanhã",,,2015,8888,"BuildingsPoly",,"28a4e3b0-74a9-11e8-bd15-356431c8a804","0103000020E61000000100000035000000CF4C926CF49645C02B8EE0D9C4E436C0B557FDFEF19645C0FE749792B9E436C05F210D7EEF9645C0ED8CEDD8AEE436C0BD226802ED9645C0BE2B5E16A5E436C0C96675A4EA9645C01C06EFAA9CE436C0AEAC3B87E99645C0652E110E99E436C07AE6807BE89645C01F0971E995E436C02448FF80E79645C0296E3F3C93E436C095CDC59CE69645C043FC531491E436C0FCD99CCEE59645C0C7AE25718FE436C03906AE1AE59645C02803265B8EE436C03686C780E49645C008E711D28DE436C07028763EE49645C0E02589C38DE436C04F5C0804E49645C0C30BAED88DE436C0D70665D0E39645C0DAFEDE118EE436C0AF2251A4E39645C006BAF96E8EE436C031CF9063E39645C0D8F3EC918FE436C0000EB441E39645C080F9D04191E436C025056D3FE39645C0E1D9EF7593E436C0EBA8B85CE39645C07E04D92E96E436C022540199E39645C093E6755E99E436C0726156F4E39645C07C4A98059DE436C0A593DD6CE49645C0D0705C11A1E436C0CBBDDCB2E59645C06C40ED42AAE436C0B6107A5EE79645C02BCBB598B4E436C06E7A465FE99645C0049911ADBFE436C015C18FA1EB9645C0A17DFF12CBE436C0B7C1190FEE9645C0E4B5675AD6E436C0FAD50590F09645C08A905314E1E436C0FAB8B30BF39645C00CD847D7EAE436C09CF0B569F59645C0B1D63A43F3E436C02A9DFA86F69645C0785D62E0F6E436C01E66C292F79645C060F75305FAE436C06310538DF89645C080CEDEB2FCE436C024899B71F99645C0FB7923DBFEE436C09A77D53FFA9645C0A4EDAE7E00E536C0EF4FD9F3FA9645C025BC0F9501E536C08580D08DFB9645C011E8841E02E536C0AB412CD0FB9645C013503C2D02E536C0A15EA40AFC9645C088F4491802E536C0F017543EFC9645C0B9B947DF01E536C0851D706AFC9645C007825F8201E536C01DDC46ABFC9645C02F9DCD5F00E536C0AACB37CDFC9645C0BE2C43B0FEE436C04BEA94CFFC9645C0F1FC7D7CFCE436C09B165DB2FC9645C0F785EEC3F9E436C016392A76FC9645C040B1A394F6E436C05DCCE81AFC9645C03D9BCBEDF2E436C0872F75A2FB9645C0D80D4AE2EEE436C083D9965CFA9645C0B3E62EB1E5E436C0238918B1F89645C0AD28B95BDBE436C07D6565B0F69645C0C4FC9047D0E436C0CF4C926CF49645C02B8EE0D9C4E436C0",20180620,,,"Santiago Calatrava",,,,,0,"buildings"
424846,"Civil","Armazém Docas Pedro II","Docas Pedro II",,,1875,2001,"BuildingsPoly",,"28a50ac0-74a9-11e8-bd15-356431c8a804","0103000020E6100000010000000D00000099ADCEFDB79745C0771870DA7EE536C0ED0AB89BB89745C02DE13EC892E536C05E1F3480BE9745C02B5EF75792E536C00B5D32D0C39745C0133DB7F291E536C007603F04C69745C0F4A9B8C891E536C0EA54C800C69745C094660A6792E536C09CAF216EEB9745C0868137228FE536C01255305FEB9745C0ADEEE9CC8DE536C03BBE517CED9745C09A342D938DE536C0BD4C8780E99745C08D35F19279E536C03CC960B8E49745C05F4FFE147AE536C017EE0A26BB9745C04FDC82847EE536C099ADCEFDB79745C0771870DA7EE536C0",20180620,"Armazem N. 5",,"André Rebouças",,,,"Av. Barão de Tefé, 75",0,"buildings"
424847,"Civil","Antiga Fundição Manoel Lino Costa","Lino Costa",,,1906,8888,"BuildingsPoly",,"28a558e0-74a9-11e8-bd15-356431c8a804","0103000020E61000000100000007000000622AA791E69745C063652260C0E536C0D3A6206BE99745C0CF2DDC41C1E536C09A816963E89745C03EFCF222B2E536C0D38768A0E59745C0385816FCB1E536C0D47DFE5DE29745C071DEDA3AB2E536C02134031AE39745C0C48EA639BFE536C0622AA791E69745C063652260C0E536C0",20180620,,,,,,,"Rua Sacadura Cabral, 152/154",0,"buildings"
424848,"Civil","V Batalhao da Policia Militar do Estado do Rio de Janeiro","V Batalhao",,,1908,8888,"BuildingsPoly",,"28a57ff0-74a9-11e8-bd15-356431c8a804","0103000020E6100000020000001D000000B2A21BAD839845C0148A59EC01E536C09C2DAE40809845C0B9DDEAB620E536C0E1745C4E809845C01D81475321E536C0AF49245A809845C0AB1F459C21E536C03C651A66809845C0A56EFEC921E536C06A933886809845C0D518992222E536C0F6A007A0809845C0775D365822E536C067DDC6AD809845C07246406F22E536C0483324C6809845C0D4E80B8822E536C014D84721819845C0ECD7C0C922E536C028D637F7959845C06DB445312AE536C0FB752449969845C0261E792B28E536C03AF5953A979845C0D302AE3C27E536C02314AD6D979845C058161BCB27E536C023729DA8989845C005364C4226E536C04DFB5488989845C008F4E6E925E536C0548F2380999845C086E8BE8624E536C0CF3397239A9845C03F3D0A9224E536C083F909999A9845C032F0FD5422E536C06EEF27819C9845C0B1238B6E12E536C0EE585D3E859845C0B25DBD1301E536C0207E64AC849845C0911AE0D900E536C0996ABD82849845C0C9FDDDD200E536C0D8B3EC66849845C05EA043D500E536C056FF2E2F849845C04EA4B8EA00E536C05156080B849845C0065D2B0501E536C0BD2361FB839845C04366FE1601E536C0996553E8839845C0CBB76F3C01E536C0B2A21BAD839845C0148A59EC01E536C0080000001D60D233969845C0FFB832FA20E536C02CE8475B959845C0CCF412DD21E536C0B8A45B47859845C07754120F1CE536C0C6731038879845C0B56B50FE09E536C094097281979845C09952F9DF15E536C04F677DF2969845C0F48DDEA11AE536C03086E584969845C09AF486471EE536C01D60D233969845C0FFB832FA20E536C0",20180620,,,"Heitor de Mello",,,,"Praça Coronel Assunção, s/nº",0,"buildings"
424933,"Civil","Residencia","Residencia",,,1911,8888,"BuildingsPoly",,"28b696f0-74a9-11e8-bd15-356431c8a804","0103000020E61000000100000012000000827ADE98829745C0A6800E8670EA36C04BCFF4D6829745C0B98AF19676EA36C0D947CB04839745C053B96A9076EA36C0C02F3B0F839745C040F7E0A277EA36C0A7F5F2DF839745C01289528677EA36C0AF5A03DB839745C09136091077EA36C0415174B1849745C06B489CF376EA36C02A67F2B4849745C043F9134D77EA36C0B93CAC97859745C00843E72D77EA36C0994A468F859745C029DF9A5976EA36C0715C6D23869745C07CD4C04476EA36C063F78819869745C03AC5355B75EA36C063EE4A55869745C0A8BFF85175EA36C0382CF0FE859745C00924D0FA6CEA36C04766C47A839745C0F1929D546DEA36C0A14DBC15829745C07FAD429E6DEA36C01C07823A829745C0408E718270EA36C0827ADE98829745C0A6800E8670EA36C0",20180620,,,,,,,"Rua Joaquim Murtinho, 598",0,"buildings"
424849,"Civil","Moinho Fluminense","Fluminense",,,1907,8888,"BuildingsPoly",,"28a5a700-74a9-11e8-bd15-356431c8a804","0106000020E610000003000000010300000001000000210000006706F57E4E9845C0420945231EE536C065510B35529845C05D9DD18030E536C02E76F77B569845C0BB93DB882DE536C0353D03D0589845C0BDA213F62FE536C08A82ECA45D9845C03CD4AF8B36E536C075F03AA75D9845C0BEA75C5E37E536C0243827F8659845C067EED6E142E536C09571D2106A9845C006E2B38D48E536C0CC28AD1B6F9845C0FE1BE0884FE536C0E0A9A3C16E9845C0126ECF6C50E536C02A3B67A1719845C095AD605654E536C0F5EAFD6B729845C0D689276A55E536C0B1F1D55A759845C0D4EFB99959E536C031CC2EAD749845C06110F53A5BE536C095905911799845C09862130662E536C0544EE2B0799845C07FACDA8560E536C0F238BA8A7B9845C03721382B63E536C081BB3DDB849845C0B81CDF7B70E536C033F5BEDB899845C0A7B25E5166E536C0656FC297769845C004CC5EDB4AE536C06D9012EF729845C0B23A85D945E536C0FB87CBD0629845C046B3E3FC2FE536C086C083255E9845C01EA59EB232E536C08A9584F3599845C0C119D6432EE536C05E008560589845C0DD008A382CE536C0304D42CF5A9845C0805D4C882AE536C091F6210A5B9845C0C9B22B9129E536C0989767A3549845C029B030E809E536C0F551892F549845C0451B804909E536C06932F97F4B9845C0E127AE500FE536C0F1A86B3D4C9845C0533016FA12E536C0E04F287B4D9845C04A019A1D19E536C06706F57E4E9845C0420945231EE536C001030000000100000011000000FF620CFD3B9845C0CE8797A8C1E436C094CDD78F419845C08C90368CDDE436C04157518A429845C0DA7B72E0DCE436C069D93D06459845C0931C602CDBE436C00EDFFC30469845C09EC47F5FDAE436C0C2975F884A9845C0F8295F65D7E436C09623B214469845C081999C1EC1E436C08F2CD980459845C0C25DD23ABEE436C0E21F682F459845C02FC3478FBDE436C09E8B240E459845C0C931B15FBDE436C0F13C15E4449845C078AE8223BDE436C08C54EFB9449845C0B31E02ECBCE436C015E8E285449845C08B7DEAC1BCE436C01F143E39449845C07A5FDEA1BCE436C02954E5F3439845C0D4EF138BBCE436C011745099439845C06FEEC570BCE436C0FF620CFD3B9845C0CE8797A8C1E436C001030000000100000008000000BDBA2AE5489845C0EB07E009FAE436C0FC816FBC4A9845C0DDAAD95A03E536C0374F92E2519845C0748DF65FFEE436C07CD00D16529845C0C4437EF2FCE436C006D1FCD94C9845C0A282E474E2E436C07E4A1841459845C0C3F6209CE7E436C0DFF3CD77459845C0E31C06B1E8E436C0BDBA2AE5489845C0EB07E009FAE436C0",20180620,,,"Antonio Jannuzzi e Irmao",,,,"Rua Sacadura Cabral, 290",0,"buildings"
424850,"Civil","Centro Cultural José Bonifácio","Bonifácio",,,1872,8888,"BuildingsPoly",,"28a5ce10-74a9-11e8-bd15-356431c8a804","0103000020E610000003000000140000006D3F64DBD69845C0396BB50D52E536C0850676B5D69845C0F46E78A754E536C0189FF8B1D69845C0CE4AA1B656E536C0EFDAC8A5DA9845C0ADFA7CED57E536C0C4501FD2D99845C09F5396F262E536C08C7C1F2DD89845C02029F76D62E536C0BB4105BAD79845C049DD635067E536C007F4345DD79845C0A015BB406BE536C022C9AC0EDA9845C00681E7196CE536C08D6084D4D99845C0FFE563936EE536C0E7364B58E09845C0A58E24A170E536C0AC06C797E09845C0BF3B25E86DE536C08D21244EE39845C0765FF1C26EE536C0B2204F1CE49845C0375ACD0066E536C03B08848CE29845C0C46BD88265E536C032743198E39845C05B305B385AE536C044359E1BE49845C0AFCB678E54E536C001BA233FE39845C02BD4C26454E536C0D5765554DF9845C0545C5CA753E536C06D3F64DBD69845C0396BB50D52E536C0050000009B323963E29845C0FD68C1DA54E536C0E5F91C07E29845C0CF4BCE0759E536C0F9CCEA1ADC9845C03FF8384657E536C0C6B44865DC9845C01C9E5CEB53E536C09B323963E29845C0FD68C1DA54E536C009000000167C9933E19845C07C39347865E536C05C582FF3E09845C0BCAD393768E536C0AB5A7601DF9845C0CEEE779A67E536C064D7BCF7DE9845C021B1D80868E536C0B68C2F89DC9845C0A133604367E536C0EBFE1F91DC9845C0D7DDAEEB66E536C098BD40B6DA9845C05548815566E536C0B73D67F9DA9845C065C5597E63E536C0167C9933E19845C07C39347865E536C0",20180620,,,"Francisco Joaquim Bethencourt da Silva",,,,"Rua Pedro Ernesto, 80",0,"buildings"
424851,"Civil","Jornal do Comercio","Comercio",,,1949,8888,"BuildingsPoly",,"28a61c30-74a9-11e8-bd15-356431c8a804","0103000020E6100000010000000A000000470E8602E39845C01D9B1767C4E536C0B5E8A1F1E09845C09B96183EE2E536C06E441229E89845C0AE9E06F5E3E536C09DFF3826E99845C0C29060ABD5E536C00130261BF09845C0D3ECB98CD7E536C0D84E054CF09845C0501C9A4FD4E536C0D6E3476DF09845C09BED411BD2E536C0B32A23B6F09845C0E9E72047CDE536C0827BB409F19845C0663060BDC7E536C0470E8602E39845C01D9B1767C4E536C0",20180620,,,"Oscar Niemeyer",,,,"Rua do Livramento, 189 - Gamboa - Centro-RJ",0,"buildings"
424852,"Civil","Vila Olimpica Gamboa","Olimpica",,,2004,8888,"BuildingsPoly",,"28a64340-74a9-11e8-bd15-356431c8a804","0106000020E61000000200000001030000000100000007000000F4738F895C9945C0AF5896A82AE636C0C7E5FFEC5C9945C0E9EAC6CD2DE636C0510F7F3A649945C0E45F61B52AE636C0DC627680599945C0278CD3E1D3E536C059C7FB32529945C077B637FAD6E536C0834446985B9945C0ACF5B40623E636C0F4738F895C9945C0AF5896A82AE636C00103000000010000000500000017318499689945C09DF69595CDE536C0BA55EA64739945C038D8475124E636C094DA40AA7A9945C05FFFA63521E636C0F72ED6DE6F9945C06480F679CAE536C017318499689945C09DF69595CDE536C0",20180620,,,"Muda Arquitetura – Arq. Mônica Welker e Arq. Chris Mendes",,,,,0,"buildings"
424853,"Civil","Trapiche Modesto Leal","Modesto Leal",,,1896,8888,"BuildingsPoly",,"28a66a50-74a9-11e8-bd15-356431c8a804","0103000020E61000000100000007000000150330EEB19945C0D360D1EB18E636C0AC7D6699AD9945C07995252524E636C06EDFDE31B49945C0A249ADDB2CE636C0DB8771B8B49945C04422FD7E2BE636C0F1C783A9BB9945C0ACB04A8219E636C0DA2C9F12B59945C0D5AF26C710E636C0150330EEB19945C0D360D1EB18E636C0",20180620,,,"Antonio Jannuzzi, Irmao e Cia",,,,"Rua Santo Cristo, 148/150",0,"buildings"
424854,"Civil","Conjunto Habitacional dos Marítimos","Marítimos",,,1955,8888,"BuildingsPoly",,"28a69160-74a9-11e8-bd15-356431c8a804","0106000020E6100000090000000103000000010000000E00000098A71094919945C09C8AE3B5C7E636C00E5A9EEE939945C0E70C2C2CCAE636C07E840913999945C01BB6489BBAE636C0EBF2EF24999945C00968E441BAE636C0C7DD942C999945C003DB06D5B9E636C08B7FE029999945C0F8A58461B9E636C02D785119999945C0D053E8F0B8E636C0CB26C6F3989945C08F46E19FB8E636C095D11CBB989945C08674405BB8E636C085C37863989945C03C8C45FCB7E636C0F9F23A3E8D9945C0413CF8CBABE636C03A4D590F8C9945C09D1303B1AFE636C0BC9C6AD7959945C0C09267CCBAE636C098A71094919945C09C8AE3B5C7E636C001030000000100000009000000FE74D6B7719945C040F4BAEAA2E636C01C9DDD53719945C09469585DA8E636C02CCA6365829945C0666229C8ACE636C059E8A8D0829945C06F1991E2A6E636C0799E7C48809945C0D8A96D42A6E636C0727A5F3C809945C081F03BEAA6E636C0A6F5C327749945C0257B4423A4E636C09907F332749945C0C0C88B87A3E636C0FE74D6B7719945C040F4BAEAA2E636C00103000000010000000B00000086482AC5709945C043E546E7AEE636C05A3CA85B709945C05C0537B9B4E636C00EB27BA7819945C024897AFFB8E636C03E5CAE13829945C078423D09B3E636C0D83893677F9945C024CE3962B2E636C0A4F73A5B7F9945C0C8CBC011B3E636C0A9F1354F7F9945C0F3149FBCB3E636C092FA3C58739945C050DCF2D1B0E636C013848B64739945C0BB3BF726B0E636C03239A56F739945C0C807BE8CAFE636C086482AC5709945C043E546E7AEE636C00103000000010000000B00000035F36CE86F9945C0720F88F9BAE636C0E99115766F9945C0CD3607B3C0E636C02060CDAE809945C0AEDED327C5E636C0835C7726819945C0B173D12EBFE636C018807C717E9945C09A286C75BEE636C0E28545657E9945C006CB4111BFE636C0E801EA547E9945C02643E7E1BFE636C076A19CA5729945C09FBAC221BDE636C0FD67CEB5729945C0F9941451BCE636C0822451C1729945C0BAE8D5BCBBE636C035F36CE86F9945C0720F88F9BAE636C00103000000010000000F0000005A481C29739945C0E76EE95DD6E636C09C1297647F9945C0451054E8E7E636C0FB896EC2809945C056974098E4E636C0F96D46F6809945C0F57726E2E4E636C04E1CE17C819945C05B0FF39DE3E636C029980A787F9945C024F210C1E0E636C05490ED4B7F9945C00B73872BE1E636C0237F29157F9945C087F4B7AFE1E636C0447ED4E37D9945C0F44DE2FEDFE636C0489983BD779945C0AA052247D7E636C037975ADD769945C02DAC5B09D6E636C0D8D83F14779945C0C0815A85D5E636C0F0A7D05A779945C0B825ADDBD4E636C0B007D91A759945C0A35A1FAAD1E636C05A481C29739945C0E76EE95DD6E636C00103000000010000000B0000009EAB0914869945C0B71B3DA1B3E636C0A99081558C9945C0CB6BF17ACDE636C01F1EAA2E8F9945C0CC0CF62ECBE636C0D6EDEE348E9945C0D6AECA07C7E636C06E38CED48D9945C0C06B2356C7E636C039771D898D9945C00AFAD393C7E636C026C5E868899945C094E07806B6E636C0178680B4899945C01F8DEEC9B5E636C0A154D0DC899945C0978FA6A9B5E636C05002EDDB889945C035780464B1E636C09EAB0914869945C0B71B3DA1B3E636C00103000000010000000B000000A323B274729945C0EAE5B4CE97E636C06F6FE30A729945C026F716CE9DE636C0142E5F5E819945C0E0EECF02A1E636C0E493C6B9819945C0B1D816CB9BE636C09F9980747F9945C0E78FAD419BE636C051E8986B7F9945C03220CDC39BE636C00B36B05F7F9945C0BF85BB719CE636C0145BC4D8749945C08114EAF499E636C0B8FF00E5749945C05874E24699E636C07FF3BDF4749945C071BD166798E636C0A323B274729945C0EAE5B4CE97E636C00103000000010000000B0000003B7B3ABB769945C07F294FA7CEE636C0EB411BBF829945C0F3CEBDB5DFE636C0E6D28277849945C0B9D6088CDBE636C08748C4A9829945C07C5127FCD8E636C0AE0BF781829945C07A0E565CD9E636C0DEBB4B2C829945C024CA592BDAE636C08D0119C3799945C0DC7C263BCEE636C043DE8B187A9945C09BD4576DCDE636C03C0A3D3D7A9945C0ADEBF714CDE636C074B0F764789945C06254B275CAE636C03B7B3ABB769945C07F294FA7CEE636C00103000000010000000B000000303F3F55839945C091AFEDE5D0E636C050D7181A8D9945C03708733DDDE636C092606E928E9945C03F7ABD3FD9E636C0F0166B988C9945C00DCD09C1D6E636C0305BE0698C9945C054AF5A3FD7E636C0224D592B8C9945C0FE4B08E9D7E636C0CB0FF186869945C0A1A40467D0E636C0D9DB0FC5869945C0E89058BECFE636C0BBA807E0869945C09A061D75CFE636C0C5DBBFD1849945C022DB31DCCCE636C0303F3F55839945C091AFEDE5D0E636C0",20180620,,,"Firmino Saldanha",,,,"Rua da América, 81",0,"buildings"
424855,"Civil","Vila Operária da Gamboa","Operária",,,1931,8888,"BuildingsPoly",,"28a6df80-74a9-11e8-bd15-356431c8a804","0103000020E61000000100000025000000752CBA05739945C0F6ABC8918AE636C0C5A39A4C769945C03FC7C3F38EE636C01C9E3898769945C0176DA43C8EE636C0F2EA416F779945C0AE23ADB18FE636C07390DFB1779945C0DC695DFA8EE636C0445DF96C789945C0B8D73D0990E636C0800FF4E7789945C0CCC23C5390E636C02FDEB729799945C003B96FA38FE636C0006078457A9945C0C1AD7B1291E636C0D43A3BB87A9945C0175D96DE91E636C045E41A327C9945C020F1A14992E636C043061FC27C9945C0444A03C690E636C023E493C17D9945C0DCB16B0592E636C07BA4A4567F9945C03DF307D591E636C06C8A1484809945C089AFFD8391E636C080D81FDC7E9945C0170FEE558FE636C096DA27597E9945C04A839B9490E636C049E2BE187E9945C07BA3F04690E636C0449991A27E9945C0472D630A8FE636C0A904D1DB7C9945C030AEB8B28CE636C01B22427C7C9945C0C5B2DF998DE636C022CCF1D57B9945C0208BE7C48CE636C08A4E262F7C9945C0FCFF17D08BE636C03CEB343F7B9945C0204E11948AE636C01275F3A87A9945C07E1558638CE636C064F053F3799945C0020B707D8BE636C0FC0639987A9945C0B5FFA0B789E636C083BECD0C7A9945C07E69250089E636C03BE7E3BA799945C01058579488E636C0B021B709799945C06AFB5E618AE636C0A1FF8165799945C07C24D7BC8AE636C0A7BC3013799945C04B4D0D8C8BE636C0229B310A789945C0035985238AE636C0DA2A5A72779945C04A9BEF718BE636C0755FCF0D759945C0F3CEB81F88E636C06C6EF269749945C05B3D473C87E636C0752CBA05739945C0F6ABC8918AE636C0",20180620,,,"Lucio Costa e Gregori Warchavchik",,,,"Rua Barão da Gamboa, 160",0,"buildings"
424856,"Civil","Fabrica de Chocolates Bhering","Bhering",,,1930,1990,"BuildingsPoly",,"28a70690-74a9-11e8-bd15-356431c8a804","0103000020E6100000010000000B0000009B94E9D7FF9945C05884EA43A9E636C0256785A7FF9945C01E2800ABBFE636C0DE0BA325029A45C00F406FB9BFE636C09E3FE220029A45C066B1DF8AC2E636C02E9146F2FD9945C012C69C5EC2E636C003EA734EFE9945C0B6BCE5D9CBE636C07FE5A5340C9A45C02FDD6B3ECCE636C05FAF26660C9A45C0D7BA68E3AEE636C0AA6ADBBF199A45C0A11FB130AFE636C0170FB3C8199A45C067E004F2A9E636C09B94E9D7FF9945C05884EA43A9E636C0",20180620,,,,,,,"Rua Orestes, 28",0,"buildings"
424867,"Civil","Centro de Reabilitação Sarah-Rio","Sarah-Rio",,,2002,8888,"BuildingsPoly",,"28a95080-74a9-11e8-bd15-356431c8a804","0106000020E6100000020000000103000000010000000D00000097FABAEFB7B345C0D6B0A8D1A3FB36C0278CA65DAEB345C00E87D7E79FFB36C07AB86884ABB345C036F94FCBB7FB36C0F43FB0FFB4B345C0DA46CFABBBFB36C05CB4F8ABB3B345C07757E114C6FB36C0F5004895ADB345C055A1567FC3FB36C0B93E6738A9B345C0E408B3BEE6FB36C00276722FAFB345C07D9BD146E9FB36C0FC767BB3AEB345C0F9453F13EDFB36C0631E72EFB3B345C0FB59F15CEFFB36C0BA5F1EAEBBB345C0C47B2B9BB2FB36C056FB2B72B6B345C033D37651B0FB36C097FABAEFB7B345C0D6B0A8D1A3FB36C00103000000010000000600000097FABAEFB7B345C0D6B0A8D1A3FB36C0AF6F203FC1B345C0327E88C2A7FB36C0962B0AD7C3B345C0D76D45C092FB36C00C0D88D1B9B345C056994E828EFB36C01DDE9C39B7B345C0F2BA9484A3FB36C097FABAEFB7B345C0D6B0A8D1A3FB36C0",20180620,,,"Joao Filgueiras Lima",,,,"Avenida Salvador Allende, s/n",0,"buildings"
