"gid","featuretyp","namecomple","nameshort","yearfirstd","yearlastdo","firstdispl","lastdispla","layer","tablename","globalid","geom","uploaddate","notes","nameabbrev","creator","firstowner","owner","occupant","address","scalerank","stylename"
425430,"Military","Quart-genera da Artilha Divisionári da 1ª Div d ok",,,,2005,8888,"BuildingsPoly",,"291b4c30-74a9-11e8-bd15-356431c8a804","0106000020E61000000600000001030000000400000038000000380FCB3B0E9145C0A30E6B14F6EF36C071C2CA6D079145C01DCB37600FF036C0D6C0C44E089145C06888F95310F036C0703197BF049145C06F8B357F1EF036C00AE40F83EB9045C05227621B28F036C0F999683AEC9045C0655134BC32F036C0CF5115CDE49045C01ABCB64A36F036C0C481BF5FE69045C0486A330D3DF036C082518880E79045C08C7EA23B42F036C0EE65AE24E89045C0F0D9936C43F036C0B0CDDC2EE99045C01D7AA6F843F036C08C46104CEA9045C0EB4EA7F843F036C0F4C53F56EB9045C081F9A5F843F036C05157683AEC9045C05333946C43F036C05D45675EED9045C0BEA1477742F036C0F9696E51EE9045C08B54E45A41F036C0D2A4BDCAFC9045C0C1D942B843F036C0C6D06403FD9045C07E5B8B4943F036C0A125744FFD9045C0CA245AEB41F036C0C3CFB55E089145C0BC9D393742F036C04DFF8A850E9145C03C95CD2349F036C0D214FC8C0E9145C044C3BA6649F036C02B5EB0D4149145C076DFF0AC48F036C0FECFCB02159145C0ACB8F48246F036C095DFC0B4239145C06DBEA8B639F036C016577C91259145C03EF06C5A3BF036C01F2140CA289145C007B944FB40F036C0008738E1339145C0A5AD788C3BF036C0D61B199B339145C09DE4A1F739F036C08D56D775369145C0E2F9BDA838F036C02E697EBF369145C07220A16C3AF036C08F9929E3369145C03B9336993BF036C0507C53F7379145C0C58D181D3DF036C03DD84611399145C0E0D9EF2B3DF036C07AA38E3F489145C03F9EAECD2EF036C02FC0B045489145C03E7435A52EF036C0E210F768489145C0385BD0832EF036C09BEEBAC2489145C0691B29332CF036C0E512D381499145C046CF5F721AF036C0C7A27008489145C0060B4EBE09F036C039B910A0429145C03AAEA40A03F036C026EB47503A9145C0547DA2DA00F036C06F6E61373A9145C02435DC2801F036C0FC5FDD263A9145C0B567882401F036C0F8DE509B379145C0CFD1A82309F036C0AB646CAD2D9145C039F3AE6503F036C028BEC48E2D9145C0EDB2CDB503F036C03BEA03842D9145C0FADB94AF03F036C098F7DAFB2B9145C05CC698B007F036C0E7ADE24C2B9145C03817F7BC07F036C09A5DD02C2B9145C0B87E2C0608F036C09603A582299145C0D19F482408F036C09F261EDF269145C005C0963F08F036C01BE37272189145C03297F585FDEF36C0847737E0179145C0808E7D9BF9EF36C0380FCB3B0E9145C0A30E6B14F6EF36C05E0000005A0D743A239145C0240C2AF118F036C0793298FE239145C00483F36317F036C0A53E6243299145C034B787CF10F036C0377282EB2F9145C0126555C416F036C0097B00892F9145C08D3296DC1AF036C05C8120862F9145C06AF9819925F036C0636AC789329145C0F032799D25F036C052D1C748329145C05B667D0B2CF036C05EB687C32F9145C07257BC2D2CF036C03F3AC2BB2F9145C04ABBC00D2CF036C0740802E9239145C00AEF3BDF30F036C0A70D2AB5229145C0492B7DA931F036C0BF5CF7FC1B9145C03BF054E333F036C01D0A7AF41C9145C0B1DB045738F036C0B9F4C28B159145C08BA040923FF036C0EA8E238C159145C0832679943FF036C0D31EA289159145C04A2BE6943FF036C00D6CA61F159145C05BB0519442F036C069EC43EA139145C0DADE827D42F036C0A998341B149145C098A441D23FF036C0FF1FC1240E9145C0B423D8D140F036C0B586B66C0E9145C0E5E8A94448F036C035B1DC8D089145C04F031BA941F036C0F119557F089145C03992E79B41F036C06468E96F089145C0F005B09341F036C0682D0660089145C00638AE9041F036C0B6A8C650FD9045C0D7CDCE4441F036C0095EAC41FD9045C09EB9544641F036C08901E832FD9045C05F2AD84C41F036C0935CE224FD9045C0FDE72A5841F036C031EFFE17FD9045C01199FC6741F036C00B2E990CFD9045C015FDDC7B41F036C075F90103FD9045C0EE083F9341F036C0845F7DFBFC9045C0C2CF7CAD41F036C06574D0B5FC9045C07C3155EE42F036C0EF9208A7FC9045C0A29E350B43F036C0A3486A59EE9045C0F041FDB440F036C0712DBC4AEE9045C0175CC2B440F036C0E505353CEE9045C04352FBB840F036C01FC02A2EEE9045C0C02A8FC140F036C09D67F020EE9045C086294BCE40F036C05A183033ED9045C0F4B684E441F036C022AB4019EC9045C05D935FD142F036C088119547EB9045C05E3D1B5243F036C0D4B70F4CEA9045C06BE0175243F036C03D77873BE99045C0E5B6195243F036C0A65F4054E89045C061AF64D842F036C0F7DFA4CDE79045C02EA452DE41F036C0E6D2B77EE79045C09ED0FB6C40F036C03C7E9BCDE59045C0F06D5FF238F036C0ECA03BCBE59045C06CAA07E838F036C05766A249E59045C0E6A02ABB36F036C08D0F2B51EC9045C0B352645D33F036C023CEC15FEC9045C02CCFFC5333F036C08C34596DEC9045C0E884D04533F036C0D2558E79EC9045C0929C463333F036C08E570884EC9045C07605E61C33F036C0FC145D93EC9045C041144E1C33F036C0E6322031EC9045C058AA27EA2CF036C039F514E7EB9045C016AA609F28F036C05597E7D1049145C0538E4E221FF036C0276518DF049145C05DC0911B1FF036C012309FEB049145C018E6E7101FF036C001AB31F7049145C0A23F90021FF036C004328B01059145C05ADFDFF01EF036C071616E0A059145C04DB13FDC1EF036C00982A611059145C0D90C2AC51EF036C0B59C425A089145C04969B6B311F036C09A8DBDBE089145C0685C16A310F036C0CF82DECD0B9145C0CD001B4713F036C0627E1CC80A9145C0E4CCC62320F036C075393ACB089145C04B4B049E20F036C085333ACB089145C079DBD40D29F036C0D47B5ADE119145C05963CD2427F036C080204F75149145C07ABF1C9E06F036C0BEF3F2EB169145C013AB03DD0CF036C0E9711A31199145C01ABFFA9207F036C016B76D33269145C0A361F42310F036C00079C013279145C046EE14ED0AF036C015BA215B279145C0E052A9C00AF036C06D5744A5279145C0DE0271AD0AF036C02D5BF3EF279145C05D76FEB30AF036C08AA1F538289145C00CBE1FD40AF036C000CA1E7E289145C0BCFFDF0C0BF036C00CABED3B299145C009F57E8F09F036C00AB4C23E2A9145C05826D5EE09F036C05ACB23C3289145C0DE02BB680DF036C01A394DC0279145C01FDAD2C90CF036C09A5D4336279145C0A6C7B84310F036C0FB35D6B6229145C05287634716F036C0A6FA73B41A9145C042DF984C09F036C06CEA7D93169145C015DF4D6210F036C0069B4D721F9145C0C362D09920F036C05A0D743A239145C0240C2AF118F036C011000000F7E12DFB309145C0D2561E4232F036C0C52FA942339145C05C14077538F036C0A32E2B23339145C056174B9138F036C0F69F7206339145C0BD4F96B738F036C05F0C4AED329145C067B3DAE638F036C067DD62D8329145C007F1CA1D39F036C06E7A50C8329145C0AA9EE35A39F036C0353984BD329145C0ACE5759C39F036C0A93E4AB8329145C0E460B3E039F036C0EB65C7B8329145C05BD9BA253AF036C09E8C3209299145C0AEC80C273FF036C02151392E269145C06D9A102A3AF036C084236212269145C0A08293003AF036C0E3F7BAF3259145C03BF0F7DF39F036C096C26DC1249145C0FE2C3ED238F036C02F375883269145C043FD52A037F036C0F7E12DFB309145C0D2561E4232F036C00D0000004043CA143A9145C071CE69A913F036C02A2773E1399145C0D206CCF40BF036C07F199E613B9145C053184EE407F036C00F29CA3D429145C02D67858C08F036C0DFAA9F5D459145C073781C270DF036C0D2D5796C469145C0B5F3186A1BF036C0734EC4B9459145C0EFDB709529F036C0B5826840389145C0930D586037F036C0061B312F379145C007B1921034F036C0C6012CEE399145C011C068C727F036C0D7E351A7409145C0BBACF5F226F036C09B4610A5409145C02832CED212F036C04043CA143A9145C071CE69A913F036C00103000000010000000500000005752171FF9045C05BB5FCB33CF036C064EB687FFF9045C0A7B678A840F036C03CAF67C4049145C039C3F06740F036C0541820B6049145C0E8DD70733CF036C005752171FF9045C05BB5FCB33CF036C001030000000100000005000000164419F3E59045C06C7660F238F036C0AEA135A4E79045C016F7F86C40F036C0495A0BECEA9045C02ECB4A483DF036C034D991D4E89045C0800DB81936F036C0164419F3E59045C06C7660F238F036C0010300000001000000050000005517AB40299145C04A2F4D2837F036C0D4CABC86299145C0CEF5588D39F036C0A2662958309145C014406AFE36F036C0A9A2EF06309145C033E7BA8234F036C05517AB40299145C04A2F4D2837F036C001030000000100000006000000A3C79394EC9045C01BFC38542CF036C063FD3CE5EC9045C0B138D68E32F036C02FA9B9AF129145C02B85F61131F036C0E9228A94129145C0BF44D9402AF036C08FC4C0BCEC9045C0DEE7E1402CF036C0A3C79394EC9045C01BFC38542CF036C00103000000010000000B0000005A0D743A239145C0240C2AF118F036C060725D68219145C0CC16D1682AF036C0521CE7DF2D9145C02F05F6F427F036C0FD1287702D9145C06A080CFC1DF036C0A3619F112B9145C0B00160C71EF036C038F5C0052B9145C0F426C3FD21F036C005149276259145C081E4E03C23F036C08DA352F2259145C0AFDFD9121EF036C0032A7706289145C0C82277CE1DF036C057AB5944289145C0238894FF18F036C05A0D743A239145C0240C2AF118F036C0",20180620,,,,,,,,0,"buildings"
425431,"Military","Instalações do Exército",,,,1910,2004,"BuildingsPoly",,"291b9a50-74a9-11e8-bd15-356431c8a804","0106000020E61000000600000001030000000400000038000000380FCB3B0E9145C0A30E6B14F6EF36C071C2CA6D079145C01DCB37600FF036C0D6C0C44E089145C06888F95310F036C0703197BF049145C06F8B357F1EF036C00AE40F83EB9045C05227621B28F036C0F999683AEC9045C0655134BC32F036C0CF5115CDE49045C01ABCB64A36F036C0C481BF5FE69045C0486A330D3DF036C082518880E79045C08C7EA23B42F036C0EE65AE24E89045C0F0D9936C43F036C0B0CDDC2EE99045C01D7AA6F843F036C08C46104CEA9045C0EB4EA7F843F036C0F4C53F56EB9045C081F9A5F843F036C05157683AEC9045C05333946C43F036C05D45675EED9045C0BEA1477742F036C0F9696E51EE9045C08B54E45A41F036C0D2A4BDCAFC9045C0C1D942B843F036C0C6D06403FD9045C07E5B8B4943F036C0A125744FFD9045C0CA245AEB41F036C0C3CFB55E089145C0BC9D393742F036C04DFF8A850E9145C03C95CD2349F036C0D214FC8C0E9145C044C3BA6649F036C02B5EB0D4149145C076DFF0AC48F036C0FECFCB02159145C0ACB8F48246F036C095DFC0B4239145C06DBEA8B639F036C016577C91259145C03EF06C5A3BF036C01F2140CA289145C007B944FB40F036C0008738E1339145C0A5AD788C3BF036C0D61B199B339145C09DE4A1F739F036C08D56D775369145C0E2F9BDA838F036C02E697EBF369145C07220A16C3AF036C08F9929E3369145C03B9336993BF036C0507C53F7379145C0C58D181D3DF036C03DD84611399145C0E0D9EF2B3DF036C07AA38E3F489145C03F9EAECD2EF036C02FC0B045489145C03E7435A52EF036C0E210F768489145C0385BD0832EF036C09BEEBAC2489145C0691B29332CF036C0E512D381499145C046CF5F721AF036C0C7A27008489145C0060B4EBE09F036C039B910A0429145C03AAEA40A03F036C026EB47503A9145C0547DA2DA00F036C06F6E61373A9145C02435DC2801F036C0FC5FDD263A9145C0B567882401F036C0F8DE509B379145C0CFD1A82309F036C0AB646CAD2D9145C039F3AE6503F036C028BEC48E2D9145C0EDB2CDB503F036C03BEA03842D9145C0FADB94AF03F036C098F7DAFB2B9145C05CC698B007F036C0E7ADE24C2B9145C03817F7BC07F036C09A5DD02C2B9145C0B87E2C0608F036C09603A582299145C0D19F482408F036C09F261EDF269145C005C0963F08F036C01BE37272189145C03297F585FDEF36C0847737E0179145C0808E7D9BF9EF36C0380FCB3B0E9145C0A30E6B14F6EF36C05E0000005A0D743A239145C0240C2AF118F036C0793298FE239145C00483F36317F036C0A53E6243299145C034B787CF10F036C0377282EB2F9145C0126555C416F036C0097B00892F9145C08D3296DC1AF036C05C8120862F9145C06AF9819925F036C0636AC789329145C0F032799D25F036C052D1C748329145C05B667D0B2CF036C05EB687C32F9145C07257BC2D2CF036C03F3AC2BB2F9145C04ABBC00D2CF036C0740802E9239145C00AEF3BDF30F036C0A70D2AB5229145C0492B7DA931F036C0BF5CF7FC1B9145C03BF054E333F036C01D0A7AF41C9145C0B1DB045738F036C0B9F4C28B159145C08BA040923FF036C0EA8E238C159145C0832679943FF036C0D31EA289159145C04A2BE6943FF036C00D6CA61F159145C05BB0519442F036C069EC43EA139145C0DADE827D42F036C0A998341B149145C098A441D23FF036C0FF1FC1240E9145C0B423D8D140F036C0B586B66C0E9145C0E5E8A94448F036C035B1DC8D089145C04F031BA941F036C0F119557F089145C03992E79B41F036C06468E96F089145C0F005B09341F036C0682D0660089145C00638AE9041F036C0B6A8C650FD9045C0D7CDCE4441F036C0095EAC41FD9045C09EB9544641F036C08901E832FD9045C05F2AD84C41F036C0935CE224FD9045C0FDE72A5841F036C031EFFE17FD9045C01199FC6741F036C00B2E990CFD9045C015FDDC7B41F036C075F90103FD9045C0EE083F9341F036C0845F7DFBFC9045C0C2CF7CAD41F036C06574D0B5FC9045C07C3155EE42F036C0EF9208A7FC9045C0A29E350B43F036C0A3486A59EE9045C0F041FDB440F036C0712DBC4AEE9045C0175CC2B440F036C0E505353CEE9045C04352FBB840F036C01FC02A2EEE9045C0C02A8FC140F036C09D67F020EE9045C086294BCE40F036C05A183033ED9045C0F4B684E441F036C022AB4019EC9045C05D935FD142F036C088119547EB9045C05E3D1B5243F036C0D4B70F4CEA9045C06BE0175243F036C03D77873BE99045C0E5B6195243F036C0A65F4054E89045C061AF64D842F036C0F7DFA4CDE79045C02EA452DE41F036C0E6D2B77EE79045C09ED0FB6C40F036C03C7E9BCDE59045C0F06D5FF238F036C0ECA03BCBE59045C06CAA07E838F036C05766A249E59045C0E6A02ABB36F036C08D0F2B51EC9045C0B352645D33F036C023CEC15FEC9045C02CCFFC5333F036C08C34596DEC9045C0E884D04533F036C0D2558E79EC9045C0929C463333F036C08E570884EC9045C07605E61C33F036C0FC145D93EC9045C041144E1C33F036C0E6322031EC9045C058AA27EA2CF036C039F514E7EB9045C016AA609F28F036C05597E7D1049145C0538E4E221FF036C0276518DF049145C05DC0911B1FF036C012309FEB049145C018E6E7101FF036C001AB31F7049145C0A23F90021FF036C004328B01059145C05ADFDFF01EF036C071616E0A059145C04DB13FDC1EF036C00982A611059145C0D90C2AC51EF036C0B59C425A089145C04969B6B311F036C09A8DBDBE089145C0685C16A310F036C0CF82DECD0B9145C0CD001B4713F036C0627E1CC80A9145C0E4CCC62320F036C075393ACB089145C04B4B049E20F036C085333ACB089145C079DBD40D29F036C0D47B5ADE119145C05963CD2427F036C080204F75149145C07ABF1C9E06F036C0BEF3F2EB169145C013AB03DD0CF036C0E9711A31199145C01ABFFA9207F036C016B76D33269145C0A361F42310F036C00079C013279145C046EE14ED0AF036C015BA215B279145C0E052A9C00AF036C06D5744A5279145C0DE0271AD0AF036C02D5BF3EF279145C05D76FEB30AF036C08AA1F538289145C00CBE1FD40AF036C000CA1E7E289145C0BCFFDF0C0BF036C00CABED3B299145C009F57E8F09F036C00AB4C23E2A9145C05826D5EE09F036C05ACB23C3289145C0DE02BB680DF036C01A394DC0279145C01FDAD2C90CF036C09A5D4336279145C0A6C7B84310F036C0FB35D6B6229145C05287634716F036C0A6FA73B41A9145C042DF984C09F036C06CEA7D93169145C015DF4D6210F036C0069B4D721F9145C0C362D09920F036C05A0D743A239145C0240C2AF118F036C011000000F7E12DFB309145C0D2561E4232F036C0C52FA942339145C05C14077538F036C0A32E2B23339145C056174B9138F036C0F69F7206339145C0BD4F96B738F036C05F0C4AED329145C067B3DAE638F036C067DD62D8329145C007F1CA1D39F036C06E7A50C8329145C0AA9EE35A39F036C0353984BD329145C0ACE5759C39F036C0A93E4AB8329145C0E460B3E039F036C0EB65C7B8329145C05BD9BA253AF036C09E8C3209299145C0AEC80C273FF036C02151392E269145C06D9A102A3AF036C084236212269145C0A08293003AF036C0E3F7BAF3259145C03BF0F7DF39F036C096C26DC1249145C0FE2C3ED238F036C02F375883269145C043FD52A037F036C0F7E12DFB309145C0D2561E4232F036C00D0000004043CA143A9145C071CE69A913F036C02A2773E1399145C0D206CCF40BF036C07F199E613B9145C053184EE407F036C00F29CA3D429145C02D67858C08F036C0DFAA9F5D459145C073781C270DF036C0D2D5796C469145C0B5F3186A1BF036C0734EC4B9459145C0EFDB709529F036C0B5826840389145C0930D586037F036C0061B312F379145C007B1921034F036C0C6012CEE399145C011C068C727F036C0D7E351A7409145C0BBACF5F226F036C09B4610A5409145C02832CED212F036C04043CA143A9145C071CE69A913F036C00103000000010000000500000005752171FF9045C05BB5FCB33CF036C064EB687FFF9045C0A7B678A840F036C03CAF67C4049145C039C3F06740F036C0541820B6049145C0E8DD70733CF036C005752171FF9045C05BB5FCB33CF036C001030000000100000005000000164419F3E59045C06C7660F238F036C0AEA135A4E79045C016F7F86C40F036C0495A0BECEA9045C02ECB4A483DF036C034D991D4E89045C0800DB81936F036C0164419F3E59045C06C7660F238F036C0010300000001000000050000005517AB40299145C04A2F4D2837F036C0D4CABC86299145C0CEF5588D39F036C0A2662958309145C014406AFE36F036C0A9A2EF06309145C033E7BA8234F036C05517AB40299145C04A2F4D2837F036C001030000000100000006000000A3C79394EC9045C01BFC38542CF036C063FD3CE5EC9045C0B138D68E32F036C02FA9B9AF129145C02B85F61131F036C0E9228A94129145C0BF44D9402AF036C08FC4C0BCEC9045C0DEE7E1402CF036C0A3C79394EC9045C01BFC38542CF036C00103000000010000000B0000005A0D743A239145C0240C2AF118F036C060725D68219145C0CC16D1682AF036C0521CE7DF2D9145C02F05F6F427F036C0FD1287702D9145C06A080CFC1DF036C0A3619F112B9145C0B00160C71EF036C038F5C0052B9145C0F426C3FD21F036C005149276259145C081E4E03C23F036C08DA352F2259145C0AFDFD9121EF036C0032A7706289145C0C82277CE1DF036C057AB5944289145C0238894FF18F036C05A0D743A239145C0240C2AF118F036C0",20180620,,,,,,,,0,"buildings"
425432,"Military","Fortaleza de Santa Cruz",,,,1764,1800,"BuildingsPoly",,"291be870-74a9-11e8-bd15-356431c8a804","0103000020E6100000010000000E000000638CA8DA339145C0CE7741D52CF036C0F7891566359145C0B96ED4192CF036C0AB0B732D359145C016FA864B28F036C0CE8C14D4389145C0B49115E826F036C070B63C2F3B9145C0FAF604961BF036C0E13EC50E3A9145C0526F55E314F036C06AC16994329145C08CF5407410F036C05481842B329145C04970B89F12F036C0A5432809379145C04853628C15F036C0AF3A48C7389145C06E0129F116F036C089C1DFA5399145C06CD79FF61BF036C07EAABFA8379145C0EF9B777024F036C02C51BE52339145C02D3CB41126F036C0638CA8DA339145C0CE7741D52CF036C0",20180620,,,,,,,,0,"buildings"
425514,"Civil","Escola Pública de Primeiras Letras da Freguesia de São José",,,,1857,1858,"BuildingsPoly",,"292a8e70-74a9-11e8-bd15-356431c8a804","0103000020E610000001000000070000008DFE6926729645C0DBD5991F4AE936C0E242DEC76C9645C07307DA3444E936C001D989226C9645C087AC08FE45E936C08C605ADE699645C0C9AD74AB43E936C05C111BBD699645C0ECA5F42244E936C039F9431E719645C0D347FBC24CE936C08DFE6926729645C0DBD5991F4AE936C0",20180620,,,,,,,"Rua da Ajuda, 195",0,"buildings"
425439,"Military","Forte da Igrejinha",,,,1863,1907,"BuildingsPoly",,"291d20f0-74a9-11e8-bd15-356431c8a804","0106000020E610000004000000010300000001000000050000001A2B45B6FA9745C0739E9E2792FC36C04D5B3DF9119845C09B3A849397FC36C027B06C32129845C0D7CFB85394FC36C02B2558E1FB9745C09D6F3C208FFC36C01A2B45B6FA9745C0739E9E2792FC36C001030000000100000005000000805EC4D6D59745C0250F970779FC36C03C5EB25CDF9745C0AA8FBF177CFC36C035B00E2EE09745C09C0A617973FC36C035191DA8D69745C08BD5346970FC36C0805EC4D6D59745C0250F970779FC36C00103000000010000000E0000000836091AC39745C0C6E9B8CF60FC36C00D4BA4CFC29745C046E9E9C763FC36C08C7C8299BC9745C0DD810B9461FC36C0B7C006DAAC9745C094F18F4C63FC36C0C736A62EAD9745C0408D227C66FC36C0498F786ABC9745C09BC6E2E964FC36C0F82019D1D29745C019865BC86CFC36C0E31BED9DD59745C043CBC8B36AFC36C0E6BEE241C69745C05105B1E964FC36C074C2FF8BC69745C0E3BD4FF461FC36C09AFB9675C69745C081E0DFEC61FC36C0D9FAA875C69745C02D1F26EC61FC36C00358BB64C69745C0C3D446E761FC36C00836091AC39745C0C6E9B8CF60FC36C00103000000010000001800000001C28F76CB9745C0A9F5FB5B54FC36C0FD4071F8C59745C0D2F9E5C15CFC36C05BD39A36BE9745C0E21551775AFC36C0743E2A77A29745C04C1EA3395EFC36C010A018CA9E9745C05FA42EED69FC36C06409B294A59745C040DE41CF70FC36C00A135E82A89745C069B1072466FC36C01A5B4E53A79745C0BF3A90AE65FC36C0BD261715A59745C0E61CAED36DFC36C077F9DB58A09745C0326F555A69FC36C0993AB906A39745C09F3EA46760FC36C014D422DAB29745C0BF1403575EFC36C0DD035EE1BD9745C0D34D96F65CFC36C0D6071141BE9745C0C50DBCBF60FC36C01001965EC19745C0110DABAA61FC36C0A78717FEC19745C09E9D88E15DFC36C089933CEED59745C03F4C3EA664FC36C0C3B1F2E8D79745C01631FC4162FC36C02852F4CBD89745C022425BFE64FC36C01528AA6ADA9745C06054133965FC36C0D681663CD89745C0F3B537075FFC36C064D87B9ED59745C03B7B863D62FC36C0EF4FCB32D09745C09C02414A60FC36C001C28F76CB9745C0A9F5FB5B54FC36C0",20180620,,,,,,,,0,"buildings"
425440,"Military","Forte do Arpoador",,,,1863,1898,"BuildingsPoly",,"291d4800-74a9-11e8-bd15-356431c8a804","0103000020E610000001000000110000008FEA44E07D9845C08690309019FD36C04ED187F3789845C027D44FC613FD36C013717119789845C05E3FC91416FD36C0024CEA307C9845C0E8A671291BFD36C0415554357C9845C0056228961BFD36C0CBB47F457D9845C01B89A7BC35FD36C0E3915B69709845C04A71DB6036FD36C06C79807A6E9845C0D10475482DFD36C04EC9813D6E9845C068AE68742DFD36C088E1FA376E9845C065363D5B2DFD36C0BA9E05D46C9845C0855F126C2EFD36C01D49B40B6E9845C06DC130F333FD36C0AFC521216F9845C036CD8C0C39FD36C0AA6BD2296F9845C0CE604B0639FD36C028ECC53F6F9845C00D99F06939FD36C09D3FF2217F9845C02F833CA738FD36C08FEA44E07D9845C08690309019FD36C0",20180620,,,,,,,,0,"buildings"
425441,"Military","Bateria da Barra da  Tijuca",,,,1822,1828,"BuildingsPoly",,"291d6f10-74a9-11e8-bd15-356431c8a804","0103000020E6100000010000000B000000D32AD09DFDA645C0965A9C43130337C0180FA10301A745C07E350160070337C0275EACF3FEA645C0C3033C6B060337C0CB99AC4AFCA645C06E5BAEBF0F0337C04059D8E2F2A645C045C4FBEE110337C02640FD1DEBA645C0A1B8DB0A090337C0CF40E14BEAA645C0A170A23B000337C05574DD3FE8A645C0C2B681B3000337C0BABE2B3EE9A645C05EB0155D0B0337C010F13F6BF2A645C0167881DD150337C0D32AD09DFDA645C0965A9C43130337C0",20180620,,,,,,,,0,"buildings"
425442,"Military","Bateria de Itapoã",,,,1822,1828,"BuildingsPoly",,"291d9620-74a9-11e8-bd15-356431c8a804","0103000020E6100000010000000B0000001538DE04AEC445C0738DD2B0E80C37C09A538BD6B3C445C0A2C3FC95E00C37C04CC90831B2C445C0324FC81BDE0C37C0968176A1ADC445C037B03E79E40C37C01FDA899CA4C445C0E2628519DF0C37C055A51AA19FC445C0E049F7FAD00C37C0AC0C2FEBA0C445C0CC3A965DC80C37C0EB9C1CF59EC445C090558530C70C37C0D3F896659DC445C09D53C89DD10C37C08C8B0E48A3C445C05B12054BE20C37C01538DE04AEC445C0738DD2B0E80C37C0",20180620,,,,,,,,0,"buildings"
425443,"Military","Bateria do Pontal",,,,1822,1826,"BuildingsPoly",,"291de440-74a9-11e8-bd15-356431c8a804","0103000020E6100000010000000B000000D62B232334C645C0C1C330C13A0F37C0446FF3443AC645C0DFB44B79330F37C0638564BA38C645C021B3E2C6300F37C00AB8DDEB33C645C01CCCFE7E360F37C0174955252BC645C023AD7AE52F0F37C049F253C026C645C08C08C821210F37C005C41A6328C645C0846B29B8180F37C0D0D1AB7A26C645C09A19D746170F37C03630CF7F24C645C046387375210F37C093888EB029C645C0FC47CCE5320F37C0D62B232334C645C0C1C330C13A0F37C0",20180620,,,,,,,,0,"buildings"
425444,"Military","Bateria de Piahí",,,,1822,1885,"BuildingsPoly",,"291e0b50-74a9-11e8-bd15-356431c8a804","0103000020E6100000010000000B000000D77937594ED245C049A7F622F8FF36C05FDA5CDB4ED245C00998E7BBEAFF36C026498EC24CD245C0B9C95E63EBFF36C09EE7E25D4CD245C0A48AAAE6F5FF36C0D7EB6C3C44D245C051393EE0FEFF36C04D11052E3BD245C09582A37FFCFF36C0A692368038D245C05D0C1A0BF5FF36C0FA6ED2BA36D245C08B5D69FDF6FF36C0AEBEDBF839D245C004E66B03000037C0BFC935AB44D245C0E96843D2020037C0D77937594ED245C049A7F622F8FF36C0",20180620,,,,,,,,0,"buildings"
425445,"Military","Forte de Arapiranga",,,,1818,1885,"BuildingsPoly",,"291e3260-74a9-11e8-bd15-356431c8a804","0103000020E6100000010000000B0000007FFC395377D645C06D67D9855CFA36C07262B09979D645C033EF57C14FFA36C08B93F47A77D645C0F091B8714FFA36C04FB36EB375D645C071252E7659FA36C0666ECA9F6CD645C0FBCCDC7F5EFA36C0F840DA2864D645C077C0891C58FA36C07CD4BB8D62D645C07885A4AC4FFA36C0A9C3DD9360D645C00E4E77C350FA36C0FAD2738562D645C05AD3B9F95AFA36C06B29E0846CD645C039A63E8562FA36C07FFC395377D645C06D67D9855CFA36C0",20180620,,,,,,,,0,"buildings"
425446,"Military","Forte de São Leopoldo de Sepetiba",,,,1822,1885,"BuildingsPoly",,"291e5970-74a9-11e8-bd15-356431c8a804","0103000020E6100000010000000B000000BC33527E4FD845C09E13102F76FD36C00C7EE85853D845C04A0F29C66AFD36C0F02BE45351D845C023E6FD8B69FD36C07E26414F4ED845C0D90D608072FD36C0DB01CDD744D845C0984F316F73FD36C08C761E713DD845C06C6AF88869FD36C05262BEF73CD845C034F064A360FD36C0E5FB66E83AD845C0AEE781D560FD36C0AF0E4E7B3BD845C0198D2B9A6BFD36C0950C293944D845C0904C664B77FD36C0BC33527E4FD845C09E13102F76FD36C0",20180620,,,,,,,,0,"buildings"
425447,"Military","Forte de São Leopoldo de Sepetiba",,,,1822,1885,"BuildingsPoly",,"291e8080-74a9-11e8-bd15-356431c8a804","0103000020E6100000010000000B000000BC33527E4FD845C09E13102F76FD36C00C7EE85853D845C04A0F29C66AFD36C0F02BE45351D845C023E6FD8B69FD36C07E26414F4ED845C0D90D608072FD36C0DB01CDD744D845C0984F316F73FD36C08C761E713DD845C06C6AF88869FD36C05262BEF73CD845C034F064A360FD36C0E5FB66E83AD845C0AEE781D560FD36C0AF0E4E7B3BD845C0198D2B9A6BFD36C0950C293944D845C0904C664B77FD36C0BC33527E4FD845C09E13102F76FD36C0",20180620,,,,,,,,0,"buildings"
425448,"Military","Trincheira da Foz do Rio Itaguaí",,,,1818,1885,"BuildingsPoly",,"291ea790-74a9-11e8-bd15-356431c8a804","0103000020E6100000010000000B000000756538062AE545C0D1987F0F6FE936C04EB469B22BE545C0668979F961E936C09CE2F69129E545C0922BD2FF61E936C04E587B4328E545C0D9B7FB436CE936C0968E6B741FE545C0C6CA6BB872E936C0F20B58B916E545C0F7C96BB06DE936C01A0E32BB14E545C0760A538865E936C01D2328D012E545C0A8E92CEE66E936C06219A03915E545C0DA8876CD70E936C0F27687891FE545C0D73BC4BE76E936C0756538062AE545C0D1987F0F6FE936C0",20180620,,,,,,,,0,"buildings"
