Source ID,wikidata_id_url,wikidata_image,wikidata_ims_id,Depicts,Wikidata ID
0071824cx037-11,http://www.wikidata.org/entity/Q65620550,http://commons.wikimedia.org/wiki/Special:FilePath/Bairros%20da%20Lapa%20e%20de%20Santa%20Teresa%2C%20ao%20centro%2C%20os%20Arcos%20da%20Lapa.jpg,75671,,Q65620550
0071824cx037-12,http://www.wikidata.org/entity/Q65621399,http://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20do%20centro%20do%20Rio%20de%20Janeiro%20a%20partir%20do%20Morro%20do%20Castelo%20-%203.jpg,75672,http://www.wikidata.org/entity/Q10332478 Morro do Castelo,Q65621399
0071824cx037-13,http://www.wikidata.org/entity/Q65621400,http://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20do%20centro%20do%20Rio%20de%20Janeiro%20a%20partir%20do%20Morro%20do%20Castelo%20-%204.jpg,75673,http://www.wikidata.org/entity/Q10332478 Morro do Castelo,Q65621400
0071824cx037-14,http://www.wikidata.org/entity/Q65621401,http://commons.wikimedia.org/wiki/Special:FilePath/Jardim%20Bot%C3%A2nico%2C%20%C3%A0%20esquerda%2C%20o%20Morro%20do%20Corcovado.jpg,75674,http://www.wikidata.org/entity/Q45242 Jardim Botânico do Rio de Janeiro,Q65621401
0071824cx037-15,http://www.wikidata.org/entity/Q65620555,http://commons.wikimedia.org/wiki/Special:FilePath/Caminho%20suspenso%20na%20Floresta%20da%20Tijuca%2C%20ao%20fundo%2C%20a%20Pedra%20da%20G%C3%A1vea.jpg,75675,http://www.wikidata.org/entity/Q14942956 Floresta da Tijuca,Q65620555
0071824cx038-03,http://www.wikidata.org/entity/Q97772773,,,,Q97772773
0071824cx038-05,http://www.wikidata.org/entity/Q97772774,,,,Q97772774
0071824cx038-06,http://www.wikidata.org/entity/Q97772775,,,,Q97772775
0071824cx038-07,http://www.wikidata.org/entity/Q65620557,http://commons.wikimedia.org/wiki/Special:FilePath/Alameda%20de%20Palmeiras%20no%20Jardim%20Bot%C3%A2nico.jpg,75679,http://www.wikidata.org/entity/Q45242 Jardim Botânico do Rio de Janeiro,Q65620557
0071824cx038-08,http://www.wikidata.org/entity/Q97772776,,,,Q97772776
0071824cx038-09,http://www.wikidata.org/entity/Q89049586,http://commons.wikimedia.org/wiki/Special:FilePath/Viaduto%20do%20Silvestre%2C%20Estrada%20de%20Ferro%20do%20Corcovado%2C%20Km%201%20%28aproximadamente%29%20-%201.jpg,75681,,Q89049586
0071824cx038-10,http://www.wikidata.org/entity/Q65621402,http://commons.wikimedia.org/wiki/Special:FilePath/Morro%20do%20Corcovado%20a%20partir%20da%20Floresta%20da%20Tijuca.jpg,75682,http://www.wikidata.org/entity/Q14942956 Floresta da Tijuca,Q65621402
0071824cx038-11,http://www.wikidata.org/entity/Q65620559,http://commons.wikimedia.org/wiki/Special:FilePath/Estrada%20de%20Ferro%20do%20Corcovado%2C%20com%20o%20mirante%20Chap%C3%A9u%20do%20Sol%20ao%20fundo.jpg,75683,http://www.wikidata.org/entity/Q506938 Morro do Corcovado,Q65620559
0071824cx038-12,http://www.wikidata.org/entity/Q65620560,http://commons.wikimedia.org/wiki/Special:FilePath/P%C3%A3o%20de%20A%C3%A7%C3%BAcar%20visto%20do%20alto%20do%20Morro%20do%20Corcovado.jpg,75684,http://www.wikidata.org/entity/Q506938 Morro do Corcovado,Q65620560
0071824cx038-13,http://www.wikidata.org/entity/Q89049590,http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20das%20Caboclas%2C%20Estrada%20de%20Ferro%20do%20Corcovado%2C%20km%202%20%28aproximadamente%29%20-%201.jpg,75685,,Q89049590
0071824cx038-14,http://www.wikidata.org/entity/Q89049589,http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20das%20Caboclas%2C%20Estrada%20de%20Ferro%20do%20Corcovado%2C%20km%202%20%28aproximadamente%29%20-%202.jpg,75686,,Q89049589
0071824cx039-03,http://www.wikidata.org/entity/Q97772777,,,,Q97772777
0071824cx039-04,http://www.wikidata.org/entity/Q65620561,http://commons.wikimedia.org/wiki/Special:FilePath/Rebocador%20Audaz.jpg,75688,http://www.wikidata.org/entity/Q224101 Baía de Guanabara,Q65620561
0071824cx040-01,http://www.wikidata.org/entity/Q89049596,http://commons.wikimedia.org/wiki/Special:FilePath/Vegeta%C3%A7%C3%A3o%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.jpg,75689,,Q89049596
0071824cx040-02,http://www.wikidata.org/entity/Q65620562,http://commons.wikimedia.org/wiki/Special:FilePath/Entrada%20da%20Ba%C3%ADa%20da%20Guanabara%20e%20arredores%20-%201.jpg,75690,,Q65620562
0071824cx040-03,http://www.wikidata.org/entity/Q89049243,http://commons.wikimedia.org/wiki/Special:FilePath/Homem%20montado%20a%20cavalo%20com%20trajes%20t%C3%ADpicos%20da%20regi%C3%A3o%20sul%20da%20pa%C3%ADs.jpg,69545,,Q89049243
0071824cx040-04,http://www.wikidata.org/entity/Q97772778,,,,Q97772778
0071824cx040-05,http://www.wikidata.org/entity/Q65620563,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20do%20Cais%20Pharoux%2C%20pra%C3%A7a%20XV%20de%20Novembro%20e%20arredores%20do%20centro%20do%20Rio%20de%20Janeiro.jpg,75693,http://www.wikidata.org/entity/Q224101 Baía de Guanabara,Q65620563
0071824cx040-06,http://www.wikidata.org/entity/Q65621403,http://commons.wikimedia.org/wiki/Special:FilePath/Entrada%20da%20Ba%C3%ADa%20da%20Guanabara%20e%20arredores%20-%202.jpg,75694,http://www.wikidata.org/entity/Q224101 Baía de Guanabara,Q65621403
0071824cx040-07,http://www.wikidata.org/entity/Q65621404,http://commons.wikimedia.org/wiki/Special:FilePath/Bairro%20do%20Flamengo%20visto%20do%20Morro%20Nova%20Cintra%20-%203.jpg,75695,http://www.wikidata.org/entity/Q22049663 Morro da Nova Cintra,Q65621404
0071824cx040-08,http://www.wikidata.org/entity/Q89049599,http://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20do%20Rio%20de%20Janeiro%20visto%20a%20partir%20da%20Ilha%20das%20Cobras%20-%202.jpg,75696,,Q89049599
0071824cx040-09,http://www.wikidata.org/entity/Q65620566,http://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20do%20Rio%20de%20Janeiro%20visto%20a%20partir%20da%20Ilha%20das%20Cobras%20-%204.jpg,69546,http://www.wikidata.org/entity/Q5997836 Ilha das Cobras,Q65620566
0071824cx040-10,http://www.wikidata.org/entity/Q89049245,http://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20do%20Rio%20de%20Janeiro%20visto%20a%20partir%20da%20Ilha%20das%20Cobras%20-%201.jpg,69547,,Q89049245
0071824cx040-11,http://www.wikidata.org/entity/Q89049603,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Santa%20Teresa%20e%20dos%20Arcos%20da%20Lapa.jpg,75699,,Q89049603
0071824cx040-12,http://www.wikidata.org/entity/Q89049604,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20de%20Itapuca%20-%202.jpg,75700,,Q89049604
0071824cx040-13,http://www.wikidata.org/entity/Q65620567,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20de%20Itapuca%20-%204.jpg,75701,http://www.wikidata.org/entity/Q10352795 Praia de Icaraí,Q65620567
0071824cx041-01,http://www.wikidata.org/entity/Q65620568,http://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20do%20Rio%20de%20Janeiro%20tomado%20do%20Morro%20do%20Castelo%20-%203.jpg,76146,http://www.wikidata.org/entity/Q10332478 Morro do Castelo,Q65620568
0071824cx041-02,http://www.wikidata.org/entity/Q65621405,http://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20do%20Rio%20de%20Janeiro%20tomado%20do%20Morro%20do%20Castelo%20-%204.jpg,76147,http://www.wikidata.org/entity/Q10332478 Morro do Castelo,Q65621405
0071824cx042-01,http://www.wikidata.org/entity/Q65620570,http://commons.wikimedia.org/wiki/Special:FilePath/Rua%20das%20Laranjeiras%20-%202.jpg,76237,http://www.wikidata.org/entity/Q2408889 Cosme Velho,Q65620570
0071824cx042-02,http://www.wikidata.org/entity/Q89049647,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20D%27%C3%A1gua%20-%201.jpg,76180,,Q89049647
0071824cx042-03,http://www.wikidata.org/entity/Q89049650,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20D%27%C3%A1gua%20-%202.jpg,76181,,Q89049650
0071824cx042-05,http://www.wikidata.org/entity/Q97772793,,,,Q97772793
0071824cx042-06,http://www.wikidata.org/entity/Q65621406,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20Fiscal%20-%203.jpg,76183,http://www.wikidata.org/entity/Q224101 Baía de Guanabara,Q65621406
0071824cx042-07,http://www.wikidata.org/entity/Q65621407,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20Fiscal%20-%204.jpg,76184,http://www.wikidata.org/entity/Q224101 Baía de Guanabara,Q65621407
0071824cx042-08,http://www.wikidata.org/entity/Q89049652,http://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio%20do%20Catete%2C%20atual%20Museu%20da%20Rep%C3%BAblica%20-%201.jpg,76185,,Q89049652
0071824cx042-09,http://www.wikidata.org/entity/Q89049660,http://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio%20do%20Catete%2C%20atual%20Museu%20da%20Rep%C3%BAblica%20-%202.jpg,76186,,Q89049660
0071824cx042-10,http://www.wikidata.org/entity/Q65621408,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20Fiscal%20-%205.jpg,76187,http://www.wikidata.org/entity/Q224101 Baía de Guanabara,Q65621408
0071824cx042-11,http://www.wikidata.org/entity/Q65620574,http://commons.wikimedia.org/wiki/Special:FilePath/Bairro%20da%20Gl%C3%B3ria%20tomado%20do%20Morro%20do%20Castelo.jpg,76188,http://www.wikidata.org/entity/Q10332478 Morro do Castelo,Q65620574
0071824cx042-13,http://www.wikidata.org/entity/Q89049666,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20a%20Jos%C3%A9%20de%20Alencar.jpg,76189,,Q89049666
0071824cx043a-01,http://www.wikidata.org/entity/Q89049608,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20do%20%C3%8Dndio%20-%203.jpg,76148,,Q89049608
0071824cx043a-03,http://www.wikidata.org/entity/Q65621409,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20de%20Itapuca%20-%205.jpg,76149,http://www.wikidata.org/entity/Q10352795 Praia de Icaraí,Q65621409
0071824cx043a-11,http://www.wikidata.org/entity/Q65620576,http://commons.wikimedia.org/wiki/Special:FilePath/Marinha%20-%20embarca%C3%A7%C3%A3o%20n%C3%A3o%20identificada.jpg,76150,http://www.wikidata.org/entity/Q224101 Baía de Guanabara,Q65620576
0071824cx043a-12,http://www.wikidata.org/entity/Q97772788,,,,Q97772788
0071824cx045-01,http://www.wikidata.org/entity/Q65620578,http://commons.wikimedia.org/wiki/Special:FilePath/Estrada%20de%20Ferro%20do%20Corcovado%3B%20Mirante%20Chap%C3%A9u%20do%20Sol%20no%20cume%20do%20Corcovado%3B%20Km%203.6%20-%201.jpg,76152,http://www.wikidata.org/entity/Q14942956 Floresta da Tijuca,Q65620578
0071824cx045-02,http://www.wikidata.org/entity/Q65620579,http://commons.wikimedia.org/wiki/Special:FilePath/Morro%20do%20Corcovado%2C%20mirante%20Chap%C3%A9u%20do%20sol.jpg,76236,http://www.wikidata.org/entity/Q14942956 Floresta da Tijuca,Q65620579
0071824cx045-03,http://www.wikidata.org/entity/Q65621410,http://commons.wikimedia.org/wiki/Special:FilePath/Estrada%20de%20Ferro%20do%20Corcovado%3B%20Mirante%20Chap%C3%A9u%20do%20Sol%20no%20cume%20do%20Corcovado%3B%20Km%203.6%20-%202.jpg,76153,http://www.wikidata.org/entity/Q14942956 Floresta da Tijuca,Q65621410
0071824cx045-04,http://www.wikidata.org/entity/Q65620581,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20da%20enseada%20de%20Botafogo%2C%20a%20partir%20do%20topo%20do%20Corcovado.jpg,76154,http://www.wikidata.org/entity/Q506938 Morro do Corcovado,Q65620581
0071824cx045-10,http://www.wikidata.org/entity/Q65621411,http://commons.wikimedia.org/wiki/Special:FilePath/Viaduto%20do%20Silvestre%2C%20Estrada%20de%20Ferro%20do%20Corcovado%2C%20Km%201%20%28aproximadamente%29%20-%206.jpg,76155,http://www.wikidata.org/entity/Q14942956 Floresta da Tijuca,Q65621411
0071824cx045-11,http://www.wikidata.org/entity/Q65621412,http://commons.wikimedia.org/wiki/Special:FilePath/Viaduto%20do%20Silvestre%2C%20Estrada%20de%20Ferro%20do%20Corcovado%2C%20Km%201%20%28aproximadamente%29%20-%207.jpg,76156,http://www.wikidata.org/entity/Q14942956 Floresta da Tijuca,Q65621412
0071824cx045-12,http://www.wikidata.org/entity/Q65621413,http://commons.wikimedia.org/wiki/Special:FilePath/Rua%20das%20Laranjeiras%20-%201.jpg,76157,http://www.wikidata.org/entity/Q727335 Laranjeiras,Q65621413
0071824cx046-02,http://www.wikidata.org/entity/Q65620586,http://commons.wikimedia.org/wiki/Special:FilePath/Bairro%20do%20Flamengo%20visto%20do%20Morro%20da%20Nova%20Cintra.jpg,76158,http://www.wikidata.org/entity/Q22049663 Morro da Nova Cintra,Q65620586
0071824cx046-03,http://www.wikidata.org/entity/Q97772789,,,,Q97772789
0071824cx046-05,http://www.wikidata.org/entity/Q65620587,http://commons.wikimedia.org/wiki/Special:FilePath/Entrada%20da%20Ba%C3%ADa%20de%20Guanabara%2C%20com%20destaque%20para%20o%20Morro%20do%20P%C3%A3o%20de%20A%C3%A7%C3%BAcar.jpg,76160,,Q65620587
0071824cx046-06,http://www.wikidata.org/entity/Q65621414,,,http://www.wikidata.org/entity/Q202730 Copacabana,Q65621414
0071824cx049-12,http://www.wikidata.org/entity/Q97772790,,,,Q97772790
0071824cx049-13,http://www.wikidata.org/entity/Q65621415,http://commons.wikimedia.org/wiki/Special:FilePath/Rua%20Jardim%20Bot%C3%A2nico%20-%202.jpg,76162,http://www.wikidata.org/entity/Q45242 Jardim Botânico do Rio de Janeiro||http://www.wikidata.org/entity/Q97610404 Rua Jardim Botânico,Q65621415
0071824cx049b-02,http://www.wikidata.org/entity/Q89049611,http://commons.wikimedia.org/wiki/Special:FilePath/Entrada%20da%20Ba%C3%ADa%20de%20Guanabara%20vista%20a%20partir%20de%20Niter%C3%B3i.%2C%20ao%20fundo%20o%20P%C3%A3o%20de%20A%C3%A7%C3%BAcar.jpg,76163,,Q89049611
0071824cx049b-06,http://www.wikidata.org/entity/Q89049612,http://commons.wikimedia.org/wiki/Special:FilePath/Morro%20do%20Corcovado%20a%20partir%20do%20Jardim%20Bot%C3%A2nico%20-%201.jpg,76164,,Q89049612
0071824cx049b-08,http://www.wikidata.org/entity/Q65620590,http://commons.wikimedia.org/wiki/Special:FilePath/Interior%20do%20Jardim%20Bot%C3%A2nico%20-%202.jpg,19214,http://www.wikidata.org/entity/Q45242 Jardim Botânico do Rio de Janeiro,Q65620590
0071824cx050-01,http://www.wikidata.org/entity/Q65620591,http://commons.wikimedia.org/wiki/Special:FilePath/Rua%20do%20Ouvidor%20-%205.jpg,17273,http://www.wikidata.org/entity/Q2946148 Centro,Q65620591
0071824cx050-01t,http://www.wikidata.org/entity/Q65621416,,,http://www.wikidata.org/entity/Q2946148 Centro,Q65621416
0071824cx050-02,http://www.wikidata.org/entity/Q65620593,,,http://www.wikidata.org/entity/Q45242 Jardim Botânico do Rio de Janeiro,Q65620593
0071824cx050-06,http://www.wikidata.org/entity/Q89049618,http://commons.wikimedia.org/wiki/Special:FilePath/Jardim%20Bot%C3%A2nico%2C%20antiga%20entrada%20lateral.jpg,76165,,Q89049618
0071824cx056-01,http://www.wikidata.org/entity/Q89049622,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20Nacional%2C%20antigo%20Pal%C3%A1cio%20Imperial%20de%20S%C3%A3o%20Crist%C3%B3v%C3%A3o%20-%202.jpg,76166,,Q89049622
0071824cx056-02,http://www.wikidata.org/entity/Q89049633,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20Nacional%2C%20antigo%20Pal%C3%A1cio%20Imperial%20de%20S%C3%A3o%20Crist%C3%B3v%C3%A3o%20-%203.jpg,76167,,Q89049633
0071824cx056-03,http://www.wikidata.org/entity/Q65620594,,,http://www.wikidata.org/entity/Q10353359 Praça XV de Novembro,Q65620594
0071824cx056-04,http://www.wikidata.org/entity/Q65621417,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20ao%20Marechal%20Os%C3%B3rio%2C%20est%C3%A1tua%20equestre%2C%20em%20frente%20ao%20Pa%C3%A7o%20Imperial%20-%203.jpg,76168,http://www.wikidata.org/entity/Q10353359 Praça XV de Novembro,Q65621417
0071824cx056-05,http://www.wikidata.org/entity/Q65620596,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20ao%20Visconde%20de%20Rio%20Branco%20-%202.jpg,76169,http://www.wikidata.org/entity/Q1532671 Glória,Q65620596
0071824cx056-06,http://www.wikidata.org/entity/Q65620597,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20ao%20Visconde%20de%20Rio%20Branco%20-%203.jpg,76170,http://www.wikidata.org/entity/Q1532671 Glória,Q65620597
0071824cx056-07,http://www.wikidata.org/entity/Q65620598,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20a%20D.%20Pedro%20I%2C%20est%C3%A1tua%20equestre%20-%204.jpg,76171,http://www.wikidata.org/entity/Q10353390 Praça Tiradentes,Q65620598
0071824cx056-08,http://www.wikidata.org/entity/Q65620599,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20ao%20General%20Os%C3%B3rio%2C%20est%C3%A1tua%20equestre%2C%20em%20frente%20ao%20Pa%C3%A7o%20Imperial.jpg,76172,http://www.wikidata.org/entity/Q10353359 Praça XV de Novembro,Q65620599
0071824cx057-02,http://www.wikidata.org/entity/Q97772797,,,,Q97772797
0071824cx057-03,http://www.wikidata.org/entity/Q65620601,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20a%20D.%20Pedro%20I%2C%20est%C3%A1tua%20equestre%20-%205.jpg,76203,http://www.wikidata.org/entity/Q10353390 Praça Tiradentes,Q65620601
0071824cx057-04,http://www.wikidata.org/entity/Q89049679,http://commons.wikimedia.org/wiki/Special:FilePath/Morro%20do%20Corcovado%20a%20partir%20da%20Avenida%20Beira%20Mar.jpg,76204,,Q89049679
0071824cx057-09,http://www.wikidata.org/entity/Q65620602,http://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20do%20Rio%20de%20Janeiro%20visto%20do%20Morro%20do%20Castelo.jpg,76205,http://www.wikidata.org/entity/Q10332478 Morro do Castelo,Q65620602
0071824cx057-10,http://www.wikidata.org/entity/Q65620603,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20da%20Boa%20Viagem%20-%206.jpg,76206,http://www.wikidata.org/entity/Q178725 Niterói,Q65620603
0071824cx057-11,http://www.wikidata.org/entity/Q89049681,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20da%20Boa%20Viagem%20-%203.jpg,76207,,Q89049681
0071824cx060-01,http://www.wikidata.org/entity/Q89049683,http://commons.wikimedia.org/wiki/Special:FilePath/Ba%C3%ADa%20de%20Guanabara%20vista%20de%20Niter%C3%B3i%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.jpg,76208,,Q89049683
0071824cx060-02,http://www.wikidata.org/entity/Q97772798,,,,Q97772798
0071824cx060-03,http://www.wikidata.org/entity/Q97772799,,,,Q97772799
0071824cx060-04,http://www.wikidata.org/entity/Q65620604,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20a%20D.%20Pedro%20I%2C%20est%C3%A1tua%20equestre%20-%206.jpg,76211,http://www.wikidata.org/entity/Q10353390 Praça Tiradentes,Q65620604
0071824cx060-05,http://www.wikidata.org/entity/Q65620605,http://commons.wikimedia.org/wiki/Special:FilePath/Centro%20do%20Rio%20de%20Janeiro%20visto%20a%20partir%20da%20Ilha%20das%20Cobras.jpg,76212,http://www.wikidata.org/entity/Q5997836 Ilha das Cobras,Q65620605
0071824cx060-06,http://www.wikidata.org/entity/Q65620606,http://commons.wikimedia.org/wiki/Special:FilePath/Largo%20do%20Pa%C3%A7o%2C%20monumento%20em%20homenagem%20ao%20General%20Os%C3%B3rio%2C%20est%C3%A1tua%20equestre.jpg,69642,http://www.wikidata.org/entity/Q10353359 Praça XV de Novembro,Q65620606
0071824cx060-07,http://www.wikidata.org/entity/Q89049685,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20a%20D.%20Pedro%20I%2C%20est%C3%A1tua%20equestre%20-%201.jpg,76214,,Q89049685
0071824cx060-08,http://www.wikidata.org/entity/Q97772649,,,,Q97772649
0071824cx060-09,http://www.wikidata.org/entity/Q97772800,,,,Q97772800
0071824cx060-12,http://www.wikidata.org/entity/Q97772801,,,,Q97772801
0071824cx063-02,http://www.wikidata.org/entity/Q89049637,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20da%20Boa%20Viagem%20-%201.jpg,76173,,Q89049637
0071824cx063-04,http://www.wikidata.org/entity/Q97772791,,,,Q97772791
0071824cx063-06,http://www.wikidata.org/entity/Q89049639,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20da%20Boa%20Viagem%2C%20Capela%20de%20Nossa%20Senhora%20da%20Boa%20Viagem.jpg,76175,http://www.wikidata.org/entity/Q10301100 Ilha da Boa Viagem,Q89049639
0071824cx063-08,http://www.wikidata.org/entity/Q89049228,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20das%20Cobras%20-%201.jpg,66513,,Q89049228
0071824cx063-09,http://www.wikidata.org/entity/Q89049641,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20da%20Boa%20Viagem%20-%202.jpg,76176,,Q89049641
0071824cx063-10,http://www.wikidata.org/entity/Q65620607,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20Bom%20Jesus%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66514,http://www.wikidata.org/entity/Q224101 Baía de Guanabara,Q65620607
0071824cx063-12,http://www.wikidata.org/entity/Q97772792,,,,Q97772792
0071824cx064-10,http://www.wikidata.org/entity/Q89049672,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20do%20%C3%8Dndio%20-%204.jpg,76190,,Q89049672
0071824cx064-11,http://www.wikidata.org/entity/Q89049676,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20do%20%C3%8Dndio%20-%205.jpg,76191,,Q89049676
0071824cx064-12,http://www.wikidata.org/entity/Q97772794,,,,Q97772794
0071824cx064-14,http://www.wikidata.org/entity/Q89049310,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20das%20Cobras%20-%202.jpg,71034,,Q89049310
0071824cx064-15,http://www.wikidata.org/entity/Q65620608,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20da%20Boa%20Viagem%20-%205.jpg,76193,,Q65620608
0071824cx064-16,http://www.wikidata.org/entity/Q97772795,,,,Q97772795
0071824cx065-01,http://www.wikidata.org/entity/Q65620609,,,http://www.wikidata.org/entity/Q579694 Cinelândia,Q65620609
0071824cx065-02,http://www.wikidata.org/entity/Q65621418,http://commons.wikimedia.org/wiki/Special:FilePath/Teatro%20Municipal%20-%209.jpg,76218,http://www.wikidata.org/entity/Q579694 Cinelândia,Q65621418
0071824cx065-03,http://www.wikidata.org/entity/Q65620612,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20da%20Escola%20Nacional%20de%20Belas%20Artes%2C%20%C3%A0%20esquerda%20o%20Teatro%20Municipal.jpg,19210,http://www.wikidata.org/entity/Q579694 Cinelândia,Q65620612
0071824cx065-04,http://www.wikidata.org/entity/Q65620613,http://commons.wikimedia.org/wiki/Special:FilePath/Supremo%20Tribunal%20Federal%2C%20atual%20Centro%20Cultural%20Justi%C3%A7a%20Federal.jpg,76219,http://www.wikidata.org/entity/Q579694 Cinelândia,Q65620613
0071824cx065-05,http://www.wikidata.org/entity/Q65620614,http://commons.wikimedia.org/wiki/Special:FilePath/Biblioteca%20Nacional%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.jpg,76220,http://www.wikidata.org/entity/Q579694 Cinelândia,Q65620614
0071824cx065-06,http://www.wikidata.org/entity/Q65620615,http://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio%20Monroe%20-%201.jpg,76221,http://www.wikidata.org/entity/Q579694 Cinelândia,Q65620615
0071824cx065-07,http://www.wikidata.org/entity/Q89049686,http://commons.wikimedia.org/wiki/Special:FilePath/Bairro%20do%20Flamengo%20visto%20do%20Morro%20Nova%20Cintra%20-%201.jpg,76223,,Q89049686
0071824cx065-08,http://www.wikidata.org/entity/Q65620616,http://commons.wikimedia.org/wiki/Special:FilePath/Enseada%20de%20Botafogo%20vista%20do%20alto%20do%20Corcovado%2C%20com%20o%20Morro%20do%20P%C3%A3o%20de%20A%C3%A7%C3%BAcar%20ao%20fundo.jpg,76222,http://www.wikidata.org/entity/Q506938 Morro do Corcovado,Q65620616
0071824cx065-09,http://www.wikidata.org/entity/Q65620617,http://commons.wikimedia.org/wiki/Special:FilePath/Imprensa%20Nacional%20-%203.jpg,76224,http://www.wikidata.org/entity/Q2946148 Centro,Q65620617
0071824cx065-10,http://www.wikidata.org/entity/Q65621419,http://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio%20Monroe%20-%202.jpg,76225,http://www.wikidata.org/entity/Q579694 Cinelândia,Q65621419
0071824cx065-11,http://www.wikidata.org/entity/Q65621421,http://commons.wikimedia.org/wiki/Special:FilePath/Teatro%20Municipal%20-%2010.jpg,76226,http://www.wikidata.org/entity/Q579694 Cinelândia,Q65621421
0071824cx065-12,http://www.wikidata.org/entity/Q65621420,http://commons.wikimedia.org/wiki/Special:FilePath/Teatro%20Municipal%20-%2011.jpg,76227,http://www.wikidata.org/entity/Q579694 Cinelândia,Q65621420
0071824cx066-02,http://www.wikidata.org/entity/Q97772796,,,,Q97772796
0071824cx066-08,http://www.wikidata.org/entity/Q65620621,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20da%20Igreja%20de%20Nossa%20Senhora%20de%20Copacabana%20-%202.jpg,76196,http://www.wikidata.org/entity/Q202730 Copacabana,Q65620621
0071824cx066-12,http://www.wikidata.org/entity/Q65620622,http://commons.wikimedia.org/wiki/Special:FilePath/Antigo%20pr%C3%A9dio%20da%20Bolsa%20de%20Fundos%20P%C3%BAblicos%20%28ou%20Bolsa%20de%20Valores%29%2C%20atual%20Centro%20Cultural%20do%20Banco%20do%20Brasil.jpg,76197,http://www.wikidata.org/entity/Q2946148 Centro,Q65620622
0071824cx066-13,http://www.wikidata.org/entity/Q89049677,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20da%20Igreja%20de%20Nossa%20Senhora%20de%20Copacabana%20-%201.jpg,76198,,Q89049677
0071824cx066-14,http://www.wikidata.org/entity/Q65621422,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20da%20Igreja%20de%20Nossa%20Senhora%20de%20Copacabana%20-%203.jpg,76199,http://www.wikidata.org/entity/Q202730 Copacabana,Q65621422
