id,wikidata_id,wikidata_ims_id,wikidata_image,wikidata_depict
001AN01002016,http://www.wikidata.org/entity/Q65620170,nan,nan,http://www.wikidata.org/entity/Q894624 Botafogo (Bairro)
001AN01002017A,http://www.wikidata.org/entity/Q97699853,nan,nan,nan
001AN01002017B,http://www.wikidata.org/entity/Q97699852,nan,nan,nan
001AN01002018,http://www.wikidata.org/entity/Q97699973,nan,nan,nan
001AN01002019,http://www.wikidata.org/entity/Q65620171,nan,nan,nan
001AN01002020,http://www.wikidata.org/entity/Q97699839,nan,nan,nan
001AN01002021,http://www.wikidata.org/entity/Q97699972,nan,nan,nan
001AN01002022,http://www.wikidata.org/entity/Q97699827,nan,nan,nan
001AN01002023,http://www.wikidata.org/entity/Q97695893,nan,nan,nan
001AN01002025,http://www.wikidata.org/entity/Q97697247,nan,nan,nan
001AN01002026,http://www.wikidata.org/entity/Q97696958,nan,nan,nan
001AN01002027,http://www.wikidata.org/entity/Q97696962,nan,nan,nan
001AN01002028,http://www.wikidata.org/entity/Q97696634,nan,nan,nan
001AN01002029,http://www.wikidata.org/entity/Q97699965,nan,nan,nan
001AN01002030,http://www.wikidata.org/entity/Q97696637,nan,nan,nan
001AN01002031,http://www.wikidata.org/entity/Q97696638,nan,nan,nan
001AN01002032,http://www.wikidata.org/entity/Q97699648,nan,nan,nan
001AN01002033,http://www.wikidata.org/entity/Q97695441,nan,nan,nan
001AN01002034,http://www.wikidata.org/entity/Q65620172,nan,nan,http://www.wikidata.org/entity/Q2540325 São Conrado
001AN01002035,http://www.wikidata.org/entity/Q97695287,nan,nan,nan
001AN01002037,http://www.wikidata.org/entity/Q97699875,nan,nan,nan
001AN01002038,http://www.wikidata.org/entity/Q97697293,nan,nan,nan
001AN01002039,http://www.wikidata.org/entity/Q65620173,nan,nan,http://www.wikidata.org/entity/Q2946148 Centro
001AN01002040,http://www.wikidata.org/entity/Q97695889,nan,nan,nan
001AN01002041,http://www.wikidata.org/entity/Q97696193,nan,nan,nan
001AN01002042,http://www.wikidata.org/entity/Q97695390,nan,nan,nan
001AN01002043,http://www.wikidata.org/entity/Q97695353,nan,nan,nan
001AN01002044,http://www.wikidata.org/entity/Q97696462,nan,nan,nan
001AN01002045,http://www.wikidata.org/entity/Q97695600,nan,nan,nan
001AN01002046,http://www.wikidata.org/entity/Q97695504,nan,nan,nan
001AN01002047,http://www.wikidata.org/entity/Q97695429,nan,nan,nan
001AN01002048,http://www.wikidata.org/entity/Q97695430,nan,nan,nan
001AN01002049,http://www.wikidata.org/entity/Q97696554,nan,nan,nan
001AN01002050,http://www.wikidata.org/entity/Q97695975,nan,nan,nan
001AN01002051,http://www.wikidata.org/entity/Q97696600,nan,nan,nan
001AN01002052,http://www.wikidata.org/entity/Q97696285,nan,nan,nan
001AN01002053,http://www.wikidata.org/entity/Q97695571,nan,nan,nan
001AN01002054,http://www.wikidata.org/entity/Q97695370,nan,nan,nan
001AN01002055,http://www.wikidata.org/entity/Q97696745,nan,nan,nan
001AN01002056,http://www.wikidata.org/entity/Q97695465,nan,nan,nan
001AN01002057,http://www.wikidata.org/entity/Q97696664,nan,nan,nan
001AN01002058,http://www.wikidata.org/entity/Q97697179,nan,nan,nan
001AN01002059,http://www.wikidata.org/entity/Q97696452,nan,nan,nan
001AN01002060,http://www.wikidata.org/entity/Q97695608,nan,nan,nan
001AN01002061,http://www.wikidata.org/entity/Q97697130,nan,nan,nan
001AN01002064,http://www.wikidata.org/entity/Q97697011,nan,nan,nan
001AN01002066,http://www.wikidata.org/entity/Q97700047,nan,nan,nan
001AN01002067A,http://www.wikidata.org/entity/Q97697184,nan,nan,nan
001AN01002067B,http://www.wikidata.org/entity/Q97697185,nan,nan,nan
001AN01002074,http://www.wikidata.org/entity/Q97696321,nan,nan,nan
001AN01002075,http://www.wikidata.org/entity/Q65621337,nan,nan,http://www.wikidata.org/entity/Q5997836 Ilha das Cobras
001AN01002076,http://www.wikidata.org/entity/Q97696322,nan,nan,nan
001AN01002077,http://www.wikidata.org/entity/Q97696323,nan,nan,nan
001AN01002078,http://www.wikidata.org/entity/Q97696324,nan,nan,nan
001AN01002079,http://www.wikidata.org/entity/Q97699882,nan,nan,nan
001AN01002080,http://www.wikidata.org/entity/Q97699898,nan,nan,nan
001AN01002081,http://www.wikidata.org/entity/Q97696991,nan,nan,nan
001AN01002083,http://www.wikidata.org/entity/Q97695472,nan,nan,nan
001AN01002084,http://www.wikidata.org/entity/Q97696254,nan,nan,nan
001AN01002085,http://www.wikidata.org/entity/Q97699721,nan,nan,nan
001AN01002087,http://www.wikidata.org/entity/Q97699722,nan,nan,nan
001AN02001001,http://www.wikidata.org/entity/Q97696784,nan,nan,nan
001AN02001002,http://www.wikidata.org/entity/Q97696770,nan,nan,nan
001AN02001004,http://www.wikidata.org/entity/Q65620175,nan,nan,http://www.wikidata.org/entity/Q1532671 Glória
001AN02001005,http://www.wikidata.org/entity/Q97695258,nan,nan,nan
001AN02001006,http://www.wikidata.org/entity/Q65620374,nan,nan,http://www.wikidata.org/entity/Q1532671 Glória
001AN16001001,http://www.wikidata.org/entity/Q97697222,nan,nan,nan
001AN16001002,http://www.wikidata.org/entity/Q97697210,nan,nan,nan
001AN16001003,http://www.wikidata.org/entity/Q97697216,nan,nan,nan
001AN16001004,http://www.wikidata.org/entity/Q97697217,nan,nan,nan
001AN16001005,http://www.wikidata.org/entity/Q97697219,nan,nan,nan
001AN16001006,http://www.wikidata.org/entity/Q97697214,nan,nan,nan
001AN16001007,http://www.wikidata.org/entity/Q97697221,nan,nan,nan
001AN16001008,http://www.wikidata.org/entity/Q97697213,nan,nan,nan
001AN16001009,http://www.wikidata.org/entity/Q97697220,nan,nan,nan
001AN16001010,http://www.wikidata.org/entity/Q97697215,nan,nan,nan
001AN16001011,http://www.wikidata.org/entity/Q97697218,nan,nan,nan
001AN16001012,http://www.wikidata.org/entity/Q97697211,nan,nan,nan
001AN16001013,http://www.wikidata.org/entity/Q97697212,nan,nan,nan
001AN17001,http://www.wikidata.org/entity/Q97695593,nan,nan,nan
001AN24001001,http://www.wikidata.org/entity/Q97695521,nan,nan,nan
001AN24001003,http://www.wikidata.org/entity/Q97696757,nan,nan,nan
001AN25001001,http://www.wikidata.org/entity/Q97695842,nan,nan,nan
001AN25001002,http://www.wikidata.org/entity/Q97697062,nan,nan,nan
001AN25001003,http://www.wikidata.org/entity/Q63986260,nan,nan,http://www.wikidata.org/entity/Q210722 Sugarloaf Mountain||http://www.wikidata.org/entity/Q22031111 Morro da Viuva||http://www.wikidata.org/entity/Q5457206 Aterro do Flamengo
001AN27001,http://www.wikidata.org/entity/Q97696128,nan,nan,nan
001AN29001001,http://www.wikidata.org/entity/Q97695198,nan,nan,nan
001AN29001002,http://www.wikidata.org/entity/Q97695601,nan,nan,nan
001AN29001003,http://www.wikidata.org/entity/Q65620375,nan,nan,http://www.wikidata.org/entity/Q1532671 Glória
001AN29001004,http://www.wikidata.org/entity/Q97695929,nan,nan,nan
001AN30001001,http://www.wikidata.org/entity/Q65620176,nan,nan,http://www.wikidata.org/entity/Q894624 Botafogo (Bairro)
001AN30001002,http://www.wikidata.org/entity/Q97696556,nan,nan,nan
001AN30001003,http://www.wikidata.org/entity/Q97696788,nan,nan,nan
001AN31001001,http://www.wikidata.org/entity/Q65620177,nan,nan,http://www.wikidata.org/entity/Q10352741 Enseada de Botafogo
001AN31001002,http://www.wikidata.org/entity/Q97699728,nan,nan,nan
001AN32001,http://www.wikidata.org/entity/Q97695303,nan,nan,nan
001AN34001,http://www.wikidata.org/entity/Q97697131,nan,nan,nan
001AN36001,http://www.wikidata.org/entity/Q97695248,nan,nan,nan
001AN37001,http://www.wikidata.org/entity/Q65620178,nan,nan,http://www.wikidata.org/entity/Q10352741 Enseada de Botafogo
001AN38001,http://www.wikidata.org/entity/Q97695243,nan,nan,nan
001AN40001,http://www.wikidata.org/entity/Q97696247,nan,nan,nan
001ANV022001,http://www.wikidata.org/entity/Q65620179,nan,nan,nan
001ANV022002,http://www.wikidata.org/entity/Q97696405,nan,nan,nan
001ANV022003,http://www.wikidata.org/entity/Q97695322,nan,nan,nan
001ANV022004,http://www.wikidata.org/entity/Q97699909,nan,nan,nan
001ANV022005,http://www.wikidata.org/entity/Q97695304,nan,nan,nan
001ANV022006,http://www.wikidata.org/entity/Q97696635,nan,nan,nan
001ANV022007,http://www.wikidata.org/entity/Q97699715,nan,nan,nan
001ANV022008,http://www.wikidata.org/entity/Q97697135,nan,nan,nan
001ANV022009,http://www.wikidata.org/entity/Q97699691,nan,nan,nan
001ANV022010,http://www.wikidata.org/entity/Q97695284,nan,nan,nan
001ANV022011,http://www.wikidata.org/entity/Q97695886,nan,nan,nan
001ANV022012,http://www.wikidata.org/entity/Q97697297,nan,nan,nan
001ANV022013,http://www.wikidata.org/entity/Q97699693,nan,nan,nan
001ANV022014,http://www.wikidata.org/entity/Q97695910,nan,nan,nan
001ANV022015,http://www.wikidata.org/entity/Q97697245,nan,nan,nan
001ANV022016,http://www.wikidata.org/entity/Q65620180,nan,nan,nan
001ANV022017,http://www.wikidata.org/entity/Q97699694,nan,nan,nan
