,id,omeka_url
285,0071824cx016-10,https://v3.imaginerio.org/api/items/299
286,0071824cx016-11,https://v3.imaginerio.org/api/items/300
287,0071824cx016-12,https://v3.imaginerio.org/api/items/301
288,0071824cx017a-02,https://v3.imaginerio.org/api/items/302
289,0071824cx017a-04,https://v3.imaginerio.org/api/items/303
290,0071824cx017a-05,https://v3.imaginerio.org/api/items/304
291,0071824cx017a-06,https://v3.imaginerio.org/api/items/305
292,0071824cx017a-07,https://v3.imaginerio.org/api/items/306
293,0071824cx017a-08,https://v3.imaginerio.org/api/items/307
294,0071824cx017a-09,https://v3.imaginerio.org/api/items/308
295,0071824cx017a-10,https://v3.imaginerio.org/api/items/309
296,0071824cx017a-11,https://v3.imaginerio.org/api/items/310
297,0071824cx019-01,https://v3.imaginerio.org/api/items/311
298,0071824cx019-02,https://v3.imaginerio.org/api/items/312
299,0071824cx019-03,https://v3.imaginerio.org/api/items/313
300,0071824cx019-04,https://v3.imaginerio.org/api/items/314
301,0071824cx019-05,https://v3.imaginerio.org/api/items/315
302,0071824cx019-06,https://v3.imaginerio.org/api/items/316
303,0071824cx019-07,https://v3.imaginerio.org/api/items/317
304,0071824cx019-08,https://v3.imaginerio.org/api/items/318
305,0071824cx019-10,https://v3.imaginerio.org/api/items/319
306,0071824cx019-11,https://v3.imaginerio.org/api/items/320
307,0071824cx019-12,https://v3.imaginerio.org/api/items/321
308,0071824cx019-13,https://v3.imaginerio.org/api/items/322
309,0071824cx020-01,https://v3.imaginerio.org/api/items/323
310,0071824cx020-02,https://v3.imaginerio.org/api/items/324
311,0071824cx020-03,https://v3.imaginerio.org/api/items/325
312,0071824cx020-04,https://v3.imaginerio.org/api/items/326
313,0071824cx020-08,https://v3.imaginerio.org/api/items/327
314,0071824cx020-09,https://v3.imaginerio.org/api/items/328
315,0071824cx020-11,https://v3.imaginerio.org/api/items/329
316,0071824cx020-12,https://v3.imaginerio.org/api/items/330
317,0071824cx021-01,https://v3.imaginerio.org/api/items/331
318,0071824cx021-02,https://v3.imaginerio.org/api/items/332
319,0071824cx021-03,https://v3.imaginerio.org/api/items/333
320,0071824cx021-04,https://v3.imaginerio.org/api/items/334
321,0071824cx021-05,https://v3.imaginerio.org/api/items/335
322,0071824cx021-06,https://v3.imaginerio.org/api/items/336
323,0071824cx021-07,https://v3.imaginerio.org/api/items/337
324,0071824cx021-08,https://v3.imaginerio.org/api/items/338
325,0071824cx021-09,https://v3.imaginerio.org/api/items/339
326,0071824cx021-10,https://v3.imaginerio.org/api/items/340
327,0071824cx021-11,https://v3.imaginerio.org/api/items/341
328,0071824cx021-13,https://v3.imaginerio.org/api/items/342
329,0071824cx022-05,https://v3.imaginerio.org/api/items/343
330,0071824cx022-07,https://v3.imaginerio.org/api/items/344
331,0071824cx022-13,https://v3.imaginerio.org/api/items/345
332,0071824cx022-14,https://v3.imaginerio.org/api/items/346
333,0071824cx022-15,https://v3.imaginerio.org/api/items/347
334,0071824cx023-01,https://v3.imaginerio.org/api/items/348
335,0071824cx023-02,https://v3.imaginerio.org/api/items/349
336,0071824cx023-04,https://v3.imaginerio.org/api/items/350
337,0071824cx023-05,https://v3.imaginerio.org/api/items/351
338,0071824cx023-06,https://v3.imaginerio.org/api/items/352
339,0071824cx023-07,https://v3.imaginerio.org/api/items/353
340,0071824cx023-08,https://v3.imaginerio.org/api/items/354
341,0071824cx024-01,https://v3.imaginerio.org/api/items/355
342,0071824cx024-02,https://v3.imaginerio.org/api/items/356
343,0071824cx024-03,https://v3.imaginerio.org/api/items/357
344,0071824cx024-04,https://v3.imaginerio.org/api/items/358
345,0071824cx024-05,https://v3.imaginerio.org/api/items/359
346,0071824cx024-07,https://v3.imaginerio.org/api/items/360
347,0071824cx028-01,https://v3.imaginerio.org/api/items/361
348,0071824cx028-02,https://v3.imaginerio.org/api/items/362
349,0071824cx028-03,https://v3.imaginerio.org/api/items/363
350,0071824cx028-05,https://v3.imaginerio.org/api/items/364
351,0071824cx028-08,https://v3.imaginerio.org/api/items/365
352,0071824cx028-09,https://v3.imaginerio.org/api/items/366
353,0071824cx028-10,https://v3.imaginerio.org/api/items/367
354,0071824cx028-11,https://v3.imaginerio.org/api/items/368
355,0071824cx031-07,https://v3.imaginerio.org/api/items/369
356,0071824cx031-08,https://v3.imaginerio.org/api/items/370
357,0071824cx036a-02,https://v3.imaginerio.org/api/items/371
358,0071824cx036a-03,https://v3.imaginerio.org/api/items/372
359,0071824cx036a-04,https://v3.imaginerio.org/api/items/373
360,0071824cx036a-05,https://v3.imaginerio.org/api/items/374
361,0071824cx036a-06,https://v3.imaginerio.org/api/items/375
362,0071824cx036a-08,https://v3.imaginerio.org/api/items/376
363,0071824cx036b-01,https://v3.imaginerio.org/api/items/377
364,0071824cx036b-03,https://v3.imaginerio.org/api/items/378
365,0071824cx036b-04,https://v3.imaginerio.org/api/items/379
366,0071824cx036b-05,https://v3.imaginerio.org/api/items/380
367,0071824cx036b-06,https://v3.imaginerio.org/api/items/381
368,0071824cx037-01,https://v3.imaginerio.org/api/items/382
369,0071824cx037-02,https://v3.imaginerio.org/api/items/383
370,0071824cx037-04,https://v3.imaginerio.org/api/items/384
371,0071824cx037-05,https://v3.imaginerio.org/api/items/385
372,0071824cx037-09,https://v3.imaginerio.org/api/items/386
373,0071824cx037-10,https://v3.imaginerio.org/api/items/387
374,0071824cx037-11,https://v3.imaginerio.org/api/items/388
375,0071824cx037-12,https://v3.imaginerio.org/api/items/389
376,0071824cx037-13,https://v3.imaginerio.org/api/items/390
377,0071824cx037-14,https://v3.imaginerio.org/api/items/391
378,0071824cx037-15,https://v3.imaginerio.org/api/items/392
379,0071824cx038-09,https://v3.imaginerio.org/api/items/393
380,0071824cx038-10,https://v3.imaginerio.org/api/items/394
381,0071824cx038-11,https://v3.imaginerio.org/api/items/395
382,0071824cx038-12,https://v3.imaginerio.org/api/items/396
383,0071824cx038-13,https://v3.imaginerio.org/api/items/397
384,0071824cx038-14,https://v3.imaginerio.org/api/items/398
385,0071824cx039-04,https://v3.imaginerio.org/api/items/399
386,0071824cx040-01,https://v3.imaginerio.org/api/items/400
387,0071824cx040-03,https://v3.imaginerio.org/api/items/401
388,0071824cx040-05,https://v3.imaginerio.org/api/items/402
389,0071824cx040-07,https://v3.imaginerio.org/api/items/403
390,0071824cx040-08,https://v3.imaginerio.org/api/items/404
391,0071824cx040-09,https://v3.imaginerio.org/api/items/405
392,0071824cx040-10,https://v3.imaginerio.org/api/items/406
393,0071824cx040-11,https://v3.imaginerio.org/api/items/407
394,0071824cx040-12,https://v3.imaginerio.org/api/items/408
395,0071824cx040-13,https://v3.imaginerio.org/api/items/409
396,0071824cx041-01,https://v3.imaginerio.org/api/items/410
397,0071824cx041-02,https://v3.imaginerio.org/api/items/411
398,0071824cx042-01,https://v3.imaginerio.org/api/items/412
399,0071824cx042-02,https://v3.imaginerio.org/api/items/413
400,0071824cx042-03,https://v3.imaginerio.org/api/items/414
401,0071824cx042-06,https://v3.imaginerio.org/api/items/415
402,0071824cx042-07,https://v3.imaginerio.org/api/items/416
403,0071824cx042-08,https://v3.imaginerio.org/api/items/417
404,0071824cx042-09,https://v3.imaginerio.org/api/items/418
405,0071824cx042-10,https://v3.imaginerio.org/api/items/419
406,0071824cx042-11,https://v3.imaginerio.org/api/items/420
407,0071824cx042-13,https://v3.imaginerio.org/api/items/421
408,0071824cx043a-01,https://v3.imaginerio.org/api/items/422
